manufacturer_name,manufacturer_id
DENTSPLY IH Inc.,100000010676
DENTSPLY IH Ltd.,100000081366
DENTSPLY LLC,100000010673
DENTSPLY SIRONA Pty Limited,100000066375
"DERMIRA, INC.",100000481821
"DEXCOM, INC.",100000010478
DIO USA CORPORATION,100000136384
DISTALMOTION US,100001447553
DIXI Medical USA Corp,100001176909
"DJO, LLC",100000005579
DMG AMERICA LLC,100000010837
DNE LLC,100000081362
"DPT Laboratories, Ltd.",100000151647
DSM Biomedical,100000000322
"DTE Oregon, Inc.",100000506811
"Dabir Surfaces, Inc.",100000131372
Daiichi Sankyo Company LTD,100000000056
Daiichi Sankyo Europe GmbH,100000081372
Daiichi Sankyo Inc.,100000000195
"Darby Dental Supply, LLC",100000000183
"Darco International, Inc.",100000086378
Datascope Corp.,100000010835
Davol Inc.,100000005490
Daxor Corporation,100000216806
Day One Biopharmaceuticals,100001448462
"DeGen Medical, Inc.",100000061379
"DePuy Synthes Products, Inc.",100000005601
DePuy Synthes Sales Inc.,100000005615
"DeRoyal Industries, Inc.",100000141523
DeVoro Medical Inc.,100000826838
Deciphera Pharmaceuticals Inc.,100000776815
Delcath Systems,100001449062
"Delphinus Medical Technologies, Inc.",100001191924
"Deltex Medical, SC, Inc.",100000011091
"Den-Mat Holdings, LLC",100000010644
Dendreon Pharmaceuticals LLC,100000196774
"Dental Health Products, Inc.",100000011185
Dental Imaging Technologies Corp.,100000010701
Dental Material Gesellschaft mbH,100000010532
"DentalEZ Alabama, Inc.",100000005696
"DentalEZ, Inc.",100000005683
"Dentium Co., Ltd",100000136535
Dentium USA,100000011183
Dentsply IH China,100000191777
Dentsply IH Sweden,100000191776
Dentsply IH UK,100000081366
Dentsply Sirona Inc,100000000185
Dentsply Sirona KK,100000151672
Dentsply Sirona Orthodontics Inc,100000010628
Dentsply Sirona Pty Limited,100000066375
Dentsply US Prosthetics LLC,100000010670
DermaSensor Inc,100001450193
"Dermavant Sciences, Inc.",100001156901
Devise Ortho Inc,100000321810
Dexcel Pharma Technologies Ltd.,100000141541
"Dexcom, Inc.",100000010478
DiaSorin Inc.,100000136417
DiaSorin Molecular LLC,100000151716
"Diagnostica Stago, Inc",100000010829
Diality Inc.,100000971866
"Digestive Care, Inc.",100000000189
Digirad Corporation,100000010861
"Digirad Health, Inc",100000010861
Digital Diagnostics Inc.,100000281817
"Dilon Technologies, Inc.",100001176911
Dimension Inx Corp,100001450028
Direct Radiography Corporation,100000231814
Dompe Farmaceutici S.p.A.,100001351973
"Dompe US, Inc.",100000571811
"Dornier MedTech America, Inc",100000010914
Dova Pharmaceuticals,100000316818
"Doxa Dental, Inc.",100000011045
"Dr.Reddy's Laboratories,Inc.",100000005388
"Draeger Medical Systems, Inc",100000000330
Drake Precision Dental Lab,100000061313
Duchesnay USA Incorporated,100000000315
Dukal Corporation,100000851822
"Dunamis Medical, LLC",100000831820
Dutch Ophthalmic Research Center (International) B.V.,100000151701
"Dutch Ophthalmic, USA",100000151700
"DySIS Medical, Inc.",100000061329
Dymicron,100000621813
Dynasplint Systems Inc.,100000000180
Dynavax Technologies Corporation,100000291836
"E.R. Squibb & Sons, L.L.C.",100000005499
"EAGLE PHARMACEUTICALS, INC.",100000061359
ECENTIAL ROBOTICS,100001450962
EDAP TECHNOMED INC,100000011026
"EDW Pharma, Inc.",100001176900
"EIGER BIOPHARMACEUTICALS, INC.",100000956831
"EISAI CO., LTD.",100000000284
EISAI INC.,100000000136
ELEKTA AB (publ),100001156892
EMD Millipore Corporation,100000005624
"EMD Serono Research & Development Institute, Inc.",100000196820
"EMD Serono, Inc.",100000000127
"ENCORE MEDICAL, LP",100000010751
"ENDOTRONIX, INC.",100000801823
"EPI Health, LLC",100000196791
ERBE USA INC,100000010593
ERBE USA Inc,100000010593
ERMI Inc.,100000011073
ERMI LLC,100000011073
ESSENTIAL DENTAL SYSTEMS INCORPORATED,100000005369
ETS Wound Care LLC,100001176959
EUSA Pharma (US) LLC,100000151651
"EVOKE PHARMA, INC.",100000826827
"EVOLUTION SURGICAL, INC",100000191760
"EXACTECH, INC.",100000010981
EYEVANCE PHARMACEUTICALS LLC,100000501814
"Eagle Pharmaceuticals, Inc.",100000061359
"EchoNous, Inc.",100000196873
"Echosens North America, Inc.",100000151679
Eclipse Technology Solutions Inc.,100001051883
Edap Technomed Inc,100000011026
Edge Endo LLC,100000026244
Edwards Lifesciences Corporation,100000010633
"Eisai Co., Ltd.",100000000284
Eisai Inc.,100000000136
"Eitan Medical North America, Inc.",100001451067
"Eko Devices, Inc.",100000806823
"Eko Health, Inc.",100000806823
"Electromed, Inc.",100000011148
"Electronic Waveform Lab, Inc.",100000005688
Elekta AB (publ),100001156892
Elekta Instrument AB,100000011132
Elekta K.K.,100000081382
Elekta LTD,100000011121
Elekta Limited,100000011063
Elekta Limited Hong Kong,100001011886
Elekta Medical S.A. de C.V.,100000966851
Elekta Medical Systems India Pvt Ltd,100000151691
Elekta Medical Systems Ltda,100000136558
"Elekta Medical, S.A.",100000011137
Elekta Pty Ltd,100000071379
Elekta Solutions AB,100000966853
"Elekta, Inc.",100000011116
Elevate Oral Care,100000061324
Elevate Surgical CO,100001076884
Elevate Surgical Co,100001076884
Eli Lilly Export S.A. Puerto Rico Branch,100000000331
Eli Lilly and Company,100000000088
"Elite Orthopedics, LLC",100000136367
"Elite Orthopedics, Llc",100000136367
"Ellex, Inc",100000010493
Elucent Medical,100000386809
Elucid Bioimaging Inc,100001001883
"Elutia, Inc.",100000191770
Embecta Corp.,100001176947
"Embody, Inc.",100000526814
"Embolx, Inc.",100000201774
Emergent BioSolutions Inc.,100000011074
"Emmaus Medical, Inc.",100000316813
"Empire Medical, Inc",100000781812
EnableCV Inc.,100001448828
Encision Inc,100000005684
Encore Dermatology Inc.,100000136480
Endo Pharmaceuticals Inc.,100000000285
"Endo USA, Inc.",100001411985
"Endogastric Solutions, Inc",100000010963
Endologix LLC,100000000079
"Endologix, LLC",100000000079
Endomagnetics Ltd,100000151610
Endovascular Engineering Inc.,100001448994
"Endovascular Engineering, Inc.",100001351959
"EnduroMEd, LLC",100001151892
"EnduroMed, LLC",100001151892
"Enduromed, Llc",100001151892
"Engage Uni, LLC",100000961833
"Ensemble Orthopedics, Inc",100000971840
"EnsoData, Inc.",100001181896
"Enterra Medical, Inc.",100001181915
Envista Holdings Corporation,100001448153
"Enzyvant Therapeutics, Inc.",100000941827
"Epien Medical, Inc.",100001181893
"Epimed International, Inc",100000010447
"Episurf Medical, Inc.",100001351957
"Epizyme, Inc.",100000756814
"Epizyme, Inc.,",100000756814
Equashield LLC,100000136381
Erbe Elektromedizin GmbH,100000806830
"Esaote North America, Inc.",100000005699
"Esperion Therapeutics, Inc.",100000771817
Esteve Pharmaceuticals LLC,100001448495
Ethicon Endo-Surgery Inc.,100000005536
Ethicon Inc.,100000000122
"Ethicon US, LLC",100000061307
"Eton Pharmaceuticals, Inc.",100000506812
"Eurofins Viracor, Inc.",100000010715
"Eurofins Viracor, LLC",100000010715
Evergreen Orthopedic Research Lab LLC,100000011038
"EvoEndo, Inc",100001181921
"Evofem Biosciences, Inc.",100000781819
"Evoke Pharma, Inc.",100000826827
Evologics LLC,100001450094
"Evolution Spine, LLC",100000321809
"Evolution Surgical, Inc",100000191760
"Evolved By Nature, Inc.",100001181904
ExThera Medical Corporation,100000826828
Exact Sciences Corporation,100001341934
"Exactech, Inc.",100000010981
Exelixis Inc.,100000010545
"Exeltis, USA Inc.",100000136420
"Exeltis, USA Inc.",100000971883
"Exo Imaging, Inc.",100001449562
"Expanding Innovations, Inc.",100000971874
ExsoMed Corporation,100000966839
Extremity Medical,100000010378
"EyePoint Pharmaceuticals US, Inc.",100000316826
Eyevance Pharmaceuticals LLC,100000501814
"F&A Foundation, LLC",100001176894
F. Hoffmann-La Roche AG,100000005656
FEMSelect Inc.,100000881823
FERRING PHARMACEUTICALS LIMITED,100000746812
"FFF Enterprises, Inc.",100000010548
"FH Orthopedics, Inc.",100000376809
"FHC, Inc.",100000086381
FIDIA PHARMA USA INC.,100000005682
FKG Dentaire Sarl,100001450359
FLUME CATHETER COMPANY INC.,100001421986
FLUOPTICS SAS,100001448694
FRESENIUS USA INC.,100000011231
"FRESENIUS USA MANUFACTURING, INC.",100000000293
FUJIFILM Corporation,100000196780
FUJIFILM Healthcare Americas Corporation,100000000181
FUJIFILM Holdings America Corporation,100000501815
"FUJIFILM Medical Systems USA, Inc.",100000000181
"FUJIFILM SonoSite, Inc.",100000005703
"FUJIFILM Sonosite, Inc.",100000005703
"FUKUDA DENSHI Co., Ltd.",100000005641
FX Shoulder Solutions Inc,100000281810
"FX Shoulder Solutions, Inc",100000281810
"FX Shoulder USA, Inc",100000281810
Facet Technologies LLC,100000136456
"Farallon Surgical, LLC",100000005520
"Fennec Pharmaceuticals, Inc.",100001351942
Ferring Arzneimittel GmbH,100000136471
Ferring Holding Inc.,100000151573
Ferring Inc.,100000061346
Ferring International Center SA,100000005366
Ferring International Pharmascience Center US,100000005365
Ferring Pharmaceuticals (Asia) Co. Ltd.,100000061328
Ferring Pharmaceuticals AS,100000005373
Ferring Pharmaceuticals Inc.,100000000309
Ferring Pharmaceuticals LTD,100000005378
Ferring Pharmaceuticals Ltd (UK),100000071382
Ferring Pharmaceuticals Ltd.,100001156897
Ferring Pharmaceuticals Private Limited,100000005512
Ferring Pharmaceuticals Private Ltd,100000136419
Ferring Pharmaceuticals Pty Ltd,100000061323
Ferring Pharmaceuticals SA Rep Office Middle East,100000061341
Ferring Pty Ltd,100001171895
Ferring Research Institute Inc.,100000000353
Ferring S.A.S.,100001156896
Ferring SA de CV,100000005381
Ferring Sendirian Berhad,100000181757
Fiagon NA Corporation,100000321815
Fidia Pharma USA Inc.,100000005682
Field Orthopaedics Pty Ltd,100000966846
First Gold Corp,100000146545
Fisher & Paykel Healthcare Inc,100000000091
Fisher & Paykel Healthcare Limited,100000011007
Fisher Scientific Company L.L.C.,100000010791
FlexDex Inc.,100001176907
"Flexion Therapeutics, Inc.",100000291812
FloSpine LLC,100000141506
Flower Orthopedics Coporation,100000016240
Flowonix Medical Incorporated,100000000270
"Fluxergy, Inc.",100001450764
"Focal Therapeutics, Inc.",100000141524
"Fones Marketing Management, Inc.",100000186749
"Forestadent USA, Inc.",100000151542
Forma Medical,100001351956
Forte Bio-Pharma LLC,100000206775
"Fortis Surgical, LLC",100000476819
"Fortovia Therapeutics, Inc.",100000531811
Fosun Pharma USA Inc.,100001351962
"Foundation Fusion Solutions, LLC",100000316827
"Foundation Medical, LLC",100001131887
"Foundation Medical, Llc",100001131887
"Foundation Medicine, Inc.",100000191782
"Fresenius Kabi USA, LLC",100000010706
"Fresenius USA Manufacturing, Inc.",100000000293
"Fresenius USA Marketing, Inc.",100000000257
"Freudenberg Medical, LLC",100000010757
"Fujifilm New Development USA, Inc.",100000196806
"Fujirebio Diagnostics, Incorporated",100000010917
"Fukuda Denshi Co., Ltd.",100000821820
"Fuse Medical, Inc.",100000196860
"Fusion Orthopedics USA, LLC",100001351980
"Fusion Orthopedics, LLC.",100000181756
"Fx Shoulder Solutions, Inc",100000281810
"G Medical Diagnostic Services, Inc.",100000206771
"G1 Therapeutics, Inc.",100000916825
G21 SRL,100001351976
GC America Inc.,100000005690
GE HEALTHCARE,100000005511
GE HealthCare,100000005511
GE Healthcare,100000005511
"GEISTLICH PHARMA, NORTH AMERICA, INC.",100000010711
"GEMINI MOUNTAIN MEDICAL, LLC",100000141515
GENETICS INSTITUTE LLC,100000000317
GENZYME CORPORATION,100000000297
"GI Supply, Inc.",100000076364
"GLW, Inc",100001176898
"GM Pharmaceuticals, Inc.",100000066376
"GRT US Holding, Inc.",100000261809
"GS Solutions, Inc.",100000151649
"GT Medical Technologies, Inc",100000511818
GUERBET LLC,100000010729
GW Pharma Limited,100000486819
GW Research Limited,100000486820
"Galderma Laboratories, L.P.",100000010375
"Galderma Research & Development, LLC",100000010793
Galen US Inc,100000010953
"Galt Pharmaceuticals, LLC",100001216925
"Galvanize Therapeutics, Inc",100001176960
Gamida Cell Inc.,100001448760
Gamida Cell Inc.,100001291927
"GastroGPO, LLC",100000961861
"GastroKlenz, Inc. DBA CloudCath",100001176942
Gauss Surgical Inc.,100000086392
Gebauer Company,100000005623
"Geistlich Pharma, North America, Inc.",100000010711
Gemini Medical LLC,100000010469
"Gemini Mountain Medical, LLC",100000141515
"Gen-Probe Sales & Service, Inc.",100000231816
"Gen-Probe, Inc.",100000231815
"GenBioPro, Inc.",100000781813
"GenMark Diagnostics, Inc.",100000010547
"Genentech USA, Inc.",100000000226
"Genentech, Inc.",100000000089
"Genesis Software Innovations, LLC",100000966844
"Genesys Orthopedics Systems, L.L.C.",100000011126
"Genetesis, Inc.",100000806826
Genmab A/S,100001351951
Genmab BV,100001351960
"Genmab U.S., Inc.",100000956830
Gentleman Orthopedic Solutions,100000010564
"Gentuity, LLC",100000776817
"Genus Medical Technologies, LLC",100000971872
Genzyme Corporation,100000000297
Geron Corporation,100001448928
GetSet Surgical Inc,100001271926
"Getinge USA Sales, LLC",100000010724
"Gilead Sciences, Inc.",100000000108
Glaukos Corporation,100000000102
"GlaxoSmithKline, LLC.",100000005449
"Glenmark Pharmaceuticals Inc., USA",100000011170
Glenmark Pharmaceuticals Limited,100000806820
"Global Blood Therapeutics, Inc.",100000771818
Global Kinetics USA Corporation,100000971832
"Globus Medical, Inc.",100000005532
Goode Surgical Inc,100000010488
"Gotham Surgical Solutions & Devices, Inc.",100000005677
"Grace Medical, Inc.",100000041242
Gramercy Extremity Orthopedics LLC,100000196819
Granata Bio Corporation,100001451065
"Graymont Professional Products IP, LLC",100000356811
"Great Lakes Medical Services, LLC",100000010521
Great Lakes Orthopedics,100000136408
"Greenwich Biosciences, Inc.",100000486813
"Greer Laboratories, Inc.",100000011229
"Greiner Bio-One North America, Inc.",100000005546
Grifols Canada Ltd.,100000136410
"Grifols Diagnostic Solutions, Inc.",100000061352
"Grifols Shared Services North America, Inc.",100000000233
Grifols Therapeutics LLC,100000005422
"Grifols USA, LLC",100000005420
"Grifols, S.A.",100000005425
Guard Medical Inc.,100000971895
"Gunze International USA, Inc.",100000806834
Gyder Surgical US Inc,100001450596
"Gynesonics, Inc.",100000216788
"Gyrus ACMI, Inc.",100000000119
"Gyrus ACMI, L.P.",100000005583
H. Lundbeck A S,100000005676
HAPPE Spine,100001448727
HARMONY BIOSCIENCES LLC,100000786822
"HARTMANN USA, INC.",100000186753
"HEARTFLOW, INC.",100000136368
HELIOS CARDIO INC,100001341941
"HEMA Biologics, LLC",100000926823
"HERAEUS MEDICAL, LLC.",100000196800
HF Acquisition Co. LLC,100000010643
"HISTOSONICS, INC.",100001448261
"HISTOSONICS,INC.",100001448261
"HNM Stainless, LLC",100000231822
HOLLISTER INCORPORATED,100000010407
HOLOGIC INC,100000010400
"HOSPIRA, INC.",100000005445
HOYA Corporation,100000186752
HOYA Medical Singapore PTE LTD,100000010987
HRA PHARMA RARE DISEASES,100000806849
HRA Pharma,100000136415
HRA Pharma Rare Diseases,100000806849
"HT Medical, LLC",100000216782
"Haag-Streit USA, Inc.",100000000321
Haemonetics Corporation,100000000340
Halozyme Inc,100000010716
Hand Biomechanics Laboratory,100000010693
"Handpiece Parts & Repairs, Inc.",100000826842
Harmony Biosciences LLC,100000786822
Harmony Biosciences Llc,100000786822
"Harrow Eye, LLC",100001401987
Health Beacons Inc.,100000956828
"HealthMyne, Inc.",100000521813
"HealthTronics Mobile Solutions, LLC",100000151595
"HealthTronics Stone Solutions, LLC",100000151595
"HeartFlow, Inc.",100000136368
"Heidelberg Engineering, Inc.",100000010620
Helena Laboratories Corporation,100000005555
Helsinn Healthcare SA,100000000288
"Helsinn Therapeutics (U.S.), Inc.",100000151623
HemoSonics LLC,100000571818
"Henry Schein One, LLC",100001091885
Henry Schein Practice Solutions Inc.,100000005704
"Henry Schein, Inc.",100000005547
"Heraeus Medical Components, LLC",100000586811
"Heraeus Medical, LLC.",100000196800
"Heron Therapeutics, Inc.",100000191747
"Heru, Inc.",100001161888
Hexal AG,100000071360
"Highline Surgical Solutions, LLC",100000010801
Highridge Medical LLC,100001449394
Hikma Pharmaceuticals USA,100000136575
"Hill Dermaceuticals, Inc.",100000136536
"Hill-Rom Company, Inc",100000005389
"Hill-Rom Holdings, Inc",100000000061
"Hill-Rom Services, Inc",100000005390
"Hinge Health, Inc.",100001181897
"Hiossen, Inc.",100000010763
"HistoSonics, Inc",100001448261
Hitachi Healthcare Americas Corp.,100000010859
Hoffmann-La Roche Limited,100000005726
Hollister Incorporated,100000010407
"Hologic Sales and Service, LLC",100000231817
"Hologic, LLC",100000231817
Horizon Therapeutics plc,100000131389
Hoya Surgical Optics GmbH,100000011030
"Hoya Surgical Optics, Inc",100000000224
"Hu-Friedy Mfg. Co., LLC",100000005588
Hubly Incorporated,100001351929
Human Regenerative Technologies,100000226834
"HydroCision, Inc.",100000196859
Hydrofera LLC,100000956829
Hyhte Holdings Inc.,100000161757
"Hyperfine Operations, Inc.",100001076883
"Hyperfine Research, Inc.",100000191762
Hyprevention INC,100001351979
I/O Urology Corp.,100001450227
"IBA Proton Therapy, Inc.",100000136523
IBSA Institut Biochimique SA,100000061369
IBSA Pharma Inc.,100000226810
ICU Medical Inc,100000010657
IDORSIA PHARMACEUTICALS US INC,100001171891
"IDev Technologies, Inc.",100000010682
IKON SPINE LLC,100000196852
"ILLUMINOSS MEDICAL, INC.",100000571819
IMACTIS INC,100000971877
"IMMUNITYBIO, INC.",100001447519
IMPEL PHARMACEUTICALS INC.,100001056885
"IMPLANET America, Inc.",100000136520
INNOSYS MEDICAL TECHNOLOGIES INC,100001351927
"INOGEN, INC.",100000005568
"INPECO NORTH AMERICA, INC",100001176940
"INSIGHTEC,INC",100000010911
INSTRUMENTATION LABORATORY COMPANY,100000000239
INSTYLLA INC.,100000971853
"INTERCEPT PHARMACEUTICALS, INC.",100000151645
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",100000011181
"INTUITIVE SURGICAL, INC.",100000005384
IQ Med LLC,100000166739
IRONSHORE PHARMACEUTICALS INC.,100000601811
"IRONWOOD PHARMACEUTICALS, INC",100000000245
"IRRAS USA, Inc.",100000281814
ITF Therapeutics LLC,100001447154
"ITI, Inc.",100000781818
"ITI, Inc. (d/b/a Intra-Cellular Therapies, Inc.)",100000781818
"IZI Medical Products, LLC",100000151574
Icometrix NV,100001450630
Ignite Orthomotion LLC,100001351943
"Ignite Orthopedics, LLC",100000191773
"IlluminOss Medical, Inc.",100000571819
"Illumina, Inc.",100000061289
"ImClone Systems, LLC",100000000063
Imbed Biosciences Inc.,100001116889
Imbio Inc.,100000126363
"Imbio, LLC",100000126363
Imbrium Therapeutics L.P.,100000506821
"Immucor, Inc.",100000061321
"ImmunoGen, Inc.",100001306929
Immunocore Limited,100001176930
"Immunomedics, Inc.",100000826831
"ImpactOrtho, Inc.",100000781823
"ImpediMed, Inc.",100000066373
"Imperative Care, Inc",100000521829
Implant Direct Sybron International LLC,100000000282
Impulse Dynamics (USA) Inc.,100000571816
"In2Bones USA, LLC",100000136482
InFront Medical LLC,100000136494
"InSightec,Inc",100000010911
"InSightec,LTD",100000010913
"Inari Medical, Inc.",100000121364
"Inceptus Medical, LLC",100000806833
Incyte Corporation,100000000263
Independent Dental Solutions LLC,100000316808
Indivior Canada Ltd,100000826847
Indivior Inc.,100000136552
Infinity BiologiX LLC,100000826819
"InfoBionic, Inc",100000501825
"Ingeniumspine, LLC",100000221801
Inion Inc,100000096362
"Inland Surgical Products, LLC",100000010480
"Innate Pharma, Inc",100000791824
Innocoll Incorporated,100000961852
Innocoll Pharmaceuticals Limited,100000961852
Innosys Medical Technologies. Inc.,100000571815
Innova Vascular Inc.,100001448995
Innovasis Inc,100000011214
Innovation Technologies Inc,100000126370
"Innovative Health Solutions, Inc.",100000791823
"Innovative Medical Devices, Inc.",100000081360
"Innovative Medical Products, Inc.",100000010949
"Innovative Medical Technologies, LLC",100000066363
"Innovative Surgical Designs, Inc.",100000141526
"Inogen, Inc.",100000005568
"Inova Diagnostics, Inc.",100000010452
"Insight Medical Systems, Inc.",100000196847
"Insmed, Inc.",100000461811
"Inspire Medical Systems, Inc.",100000061308
InspireMD Ltd,100001181903
Instrumentation Laboratory Company,100000000239
"Instylla, Inc.",100000971853
Insulet Corporation,100000005484
Integer Holdings Corporation,100000011187
Integra LifeSciences Corporation,100000010950
Integrity Implants Inc.,100000151719
Integrity Implants Inc. dba Accelus,100001351970
"Integrity Orthopaedics, Inc.",100001351964
Integrum Inc.,100000971899
"Intelivation Technologies, LLC",100000971852
Intellijoint Surgical Inc.,100000321808
"Intera Oncology, Inc",100000961856
"Intercept Pharmaceuticals, Inc.",100000151645
International Life Sciences,100000591811
"Intersect ENT, Inc.",100000010638
Intersurgical Inc,100000136435
Interventional Pain Technologies Inc.,100000961834
Intra-Sana Laboratories,100000811821
IntraVu Inc.,100000311807
"IntrinsiQ Specialty Solutions, Inc.",100000971868
Intrinsic Therapeutics,100000791821
"Intuitive Surgical, Inc.",100000005384
Intuity Medical Inc,100001176889
Invacare Corporation,100000011011
Invictus Surgical Incorporated,100001441986
Invivyd Inc,100001448561
Ion Beam Applications S.A.,100000136549
"Iovance Biotherapeutics, Inc.",100001448628
Ipsen Biopharm Limited,100000010586
"Ipsen Biopharmaceuticals, Inc",100000000123
Ipsen Bioscience Inc,100000005526
Ipsen Bioscience Inc.,100000005526
Ipsen Innovation,100000010514
Ipsen Pharma SAS,100000010667
Iridex Corporation,100000131367
Ironshore Pharmaceuticals Inc.,100000601811
"Ironwood Pharmaceuticals, Inc",100000000245
"IsoRay, Inc",100000000215
Itamar Medical Inc,100000186754
"Iterative Scopes, Inc.",100001396985
"Ivantis, Inc",100000231809
"Ivoclar Vivadent, Inc.",100000010562
"J. Morita USA, Inc.",100000005738
"J.M. Longyear Manufacturing, LLC",100001176891
J2 BIO-PHARMA LLC,100001448861
JACE Medical LLC,100000136462
JAZZ PHARMACEUTICALS INC.,100000005637
"JCBD, LLC",100001451204
Jan Medical Inc.,100000010966
"Janssen Biotech, Inc.",100000000329
"Janssen Global Services, LLC",100000005595
"Janssen Pharmaceuticals, Inc",100000000232
"Janssen Products, LP",100000000325
"Janssen Research & Development, LLC",100000005592
"Janssen Scientific Affairs, LLC",100000000332
Jazz Pharmaceuticals Inc.,100000005637
"JenaValve Technology, Inc.",100000151594
"Jenavalve Technology, Inc.",100000151594
Johnson & Johnson Health Care Systems Inc.,100000000262
"Johnson & Johnson Medical Devices & Diagnostics Group - Latin America, L.L.C.",100000005473
"Johnson & Johnson Surgical Vision, Inc.",100000196772
"Johnson & Johnson Vision Care, Inc.",100000005397
Johnson and Johnson International,100000005609
"Joimax, Inc.",100000011110
"Joint Active Systems, Inc.",100000005533
"Joint Restoration Foundation, Inc.",100000521822
Joline Medical Inc,100001451101
Journey Medical Corporation,100000136374
Jubilant DraxImage Inc.,100000011167
Jubilant HollisterStier LLC,100000011216
Jubilant Therapeutics Inc,100000961839
KADMON PHARMACEUTICALS LLC,100000010955
KAMADA LTD.,100000166741
"KARL STORZ ENDOVISION, INC.",100000010625
"KARL STORZ Endoscopia Mexico, S.A.",100000010641
KARL STORZ Endoscopy-America,100000005515
"KARL STORZ IMAGING, INC.",100000010627
"KARL STORZ Lithotripsy-America, Inc.",100000005430
KARL STORZ SE & Co. KG,100001450527
"KCI USA, Inc.",100000010396
KINEX MEDICAL COMPANY LLC,100000191763
KLS-Martin L.P.,100000000292
KOELIS Inc.,100000526813
"KONAN MEDICAL USA, INC.",100000061320
"KOWA COMPANY, LTD.",100000010362
KUB Technologies Inc.,100000971898
"KULZER, LLC",100000011000
"KVK-Tech, Inc.",100000181758
"KYOCERA MEDICAL TECHNOLOGIES, INC.",100000506825
KaVo Dental Technologies LLC,100000005724
Kadmon Corporation LLC,100000010973
"Kahtnu Surgical, Inc.",100000291813
Kairos Surgical Inc,100000005465
"Kala Pharmaceuticals, Inc.",100000486818
Kalitec Direct LLC,100000121363
Kamada Ltd.,100000166741
Kaneka Medical America LLC,100000011179
Kaneka Pharma America LLC,100000011179
Karyopharm Therapeutics Inc.,100000806841
"Katalyst Surgical, LLC",100001106886
"Katena Products, Inc.",100000000149
Kedplasma LLC,100000971887
Kedrion Biopharma Inc.,100000011093
"Kedrion Biopharma, Inc.",100000086365
Kedrion S.p.A.,100000511819
Kensey Nash,100000000322
Kerecis Limited,100000151666
Kerr Corporation,100000005552
Kesin Pharma Corporation,100001351945
"Kestra Medical Technology Services, Inc.",100001176895
Kettenbach LP,100000036241
Keymed (Medical and Industrial Equipment) Ltd,100000151608
Keystone Dental Inc.,100000005542
"Kinamed, Inc.",100000000355
Kinex Medical Company LLC,100000191763
"Kiniksa Pharmaceuticals International, plc",100001449995
"Kiniksa Pharmaceuticals, Ltd.",100000846825
Kirwan Surgical Products LLC,100000136566
"Kite Pharma, Inc.",100000216809
"Kobold, LLC",100000151554
"Konica Minolta Healthcare Americas, Inc",100000010847
"Koven Technology, Inc.",100000000191
"Kowa Pharmaceuticals America, Inc.",100000005379
"Kowa Research Institute, Inc.",100000005591
"Koya Medical, Inc.",100000971897
Krystal Biotech Inc,100001346932
Kub Technologies Inc.,100000971898
"Kulzer, LLC",100000011000
Kuraray America Inc.,100000010536
Kuros Biosciences AG,100001450697
"Kuros Biosciences USA, Inc",100000886825
"Kyocera Medical Technologies, Inc.",100000506825
"Kyowa Kirin Co., Ltd",100000231807
"Kyowa Kirin Pharmaceutical Development, Inc",100000501826
Kyowa Kirin Services Ltd,100000231808
"Kyowa Kirin, Inc.",100000010604
"L&K BIOMED CO. , LTD.",100001450127
L&K Spine Inc,100001401995
"LANTHEUS MEDICAL IMAGING, INC.",100000005400
LEICA MICROSYSTEMS INC.,100000010635
LENOSS MEDICAL INC,100000181752
"LENSAR, Inc.",100000000220
LEO Pharma AS,100000005663
LEO Pharma Inc.,100000000258
LES LABORATOIRES SERVIER,100000291816
LIDCO GROUP PLC,100000981876
"LIFESCAN, INC.",100000246815
LIGHTBODY MEDICAL TECHNOLOGIES INC,100001331928
"LIGHTFORCE ORTHODONTICS, INC.",100001181888
LINA Medical USA Inc,100000961843
"LINUS HEALTH, INC.",100000911824
"LKC Technologies, Inc.",100000651811
"LNHC, Inc",100001451068
LSI SOLUTIONS INC,100000000208
LUMENDI LLC,100000291838
LUMENIS (AUSTRALIA) PTY. LTD.,100000526811
La Jolla Pharmaceutical Company,100000231830
Labcorp Holdings Inc.,100001176902
Laboratory Corporation of America Holdings,100001176902
Laborie Medical Technologies Corp.,100000136464
Laminate Medical Technologies inc.,100000196877
"Lantheus Medical Imaging, Inc.",100000005400
"Laser Specialty Medical, LLC",100000010524
Lazarus 3D,100001176936
Lazurite Inc.,100001171893
"LeMaitre Vascular, Inc.",100000010674
"Leadiant Biosciences, Inc.",100000011182
Legacy Ortho LLC,100000781814
Legend Biotech USA Inc.,100001161893
Leica Microsystems (Schweiz) AG,100001176917
Leica Microsystems CMS GmbH,100001176918
Leica Microsystems Cambridge Limited,100001176916
Levita Magnetics International Corp.,100001376989
"Lexicon Pharmaceuticals, Inc.",100000181746
"Lexington Medical, Inc.",100000886823
Liberty Surgical Inc.,100000005636
"Liberty Surgical, Inc",100000005636
Liebel-Flarsheim LLC,100000136445
Life Molecular Imaging Ltd,100000131377
"Life Spine, Inc.",100000010718
Life Technologies Corporation,100000010795
LifeNet Health,100000005627
"LifeScan, Inc.",100000246815
"Lifeward, Inc.",100001449095
Lightbody Medical Technologies Inc,100001331928
Lightscalpel Inc,100000061344
Lightscalpel LLC,100000061344
"Lilly USA, LLC",100000000066
"Lima USA, Inc.",100000010741
Limacorporate S.p.A.,100000196801
