NPI,Full_Name,Primary Specialty,Primary Hospital Affiliation,source_hospital_system,HQ_STATE
1467983411,"Bevins, Jack Samuel",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912103755,"Bewick, Kerri Ann",Gastroenterology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1578159547,"Beydoun, Jamal Jason",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1114449295,"Beydoun, Luma ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1255079000,"Beydoun, Rami Samir",Surgery - Orthopedic Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1326291428,"Beydoun, Rania M",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1326535667,"Beydoun, Fatima Samir",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1245929587,"Beydoun, Mariam ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1417995507,"Beydoun, Inshad Hassan",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1912293978,"Beydoun, Nada Samir",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1417513243,"Beydoun, Zienab ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1558983692,"Beydoun, Ahmed Michael",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1083172878,"Beydoun, Jaafer ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1821258088,"Beydoun-Makki, Karman H",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1780242545,"Beydoun-Saneh, Alhan ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1811121593,"Beyer, Jonathan M",Emergency Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1053829937,"Beyerlein-Ujla, Hilary L",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1356604508,"Bezak, Brett J",Surgery - Oral and Maxillofacial Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MN
1255044095,"Bezerra, Shelby Nicole",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1487158531,"Bezinque, Adam David",Urology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1245263748,"Bezinque, Steven L",Radiology - Diagnostic Radiology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1346277647,"Bhagavatula, Kavitha ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1942680673,"Bhagwan, Sameer Surendra",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1598822520,"Bhakta, Arpan Ratilal",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1790422673,"Bhan, Apoorva ",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457329898,"Bhandarkar, Geetha M",Pathology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1700191509,"Bhandarkar, Stephen James",Emergency Medicine,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),BHSH,MI
1487395455,"Bharathan, Mayuri ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1205879434,"Bhardwaj, Priti ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1598507915,"Bhardwaj, Prachi ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1730160383,"Bhargava, Vashali ",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1164757852,"Bharwani, Sulaiman S",Gastroenterology - Pediatric,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,AR
1891200580,"Bhashiam, Resmi ",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1508129545,"Bhathal, Ramneet ",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1134851181,"Bhatia, Unnati ",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1780358648,"Bhatia, Inderpreet ",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1811961907,"Bhatnagar, Piyush ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1225610884,"Bhatt, Zeel ",Neonatal-Perinatal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MO
1609005693,"Bhimani, Vikas Vinodray",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,FL
1366471021,"Bhogineni, Lalitha ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1033347216,"Bhugra, Mudita ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1699117952,"Bhullar, Jasreem Kaur",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1558788133,"Biafore, Colleen M",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1538704101,"Bickel, Heidi Marie",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,IN
1053395889,"Bicos, James ",Sports Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1902902729,"Biddinger, Alan L",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1326015033,"Biddinger, Michelle L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1417483223,"Biddle, Morgan Catherine",,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1407340169,"Biddle, Kassia ",Anesthesiology - Anesthesiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1821273798,"Bieber, Shannon R",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1538506738,"Biedny, Stephanie Michelle",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1437149671,"Bielawski, Bret C",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1598771362,"Bieniasz, Mary Ellen",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1699759472,"Bierema, Timothy A",Surgery - General Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1417957945,"Bierema, Herminia Perez",Pediatric Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1508018763,"Bierenga, Brenda J",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1376981829,"Bierlein-Timinsky, Stephanie ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1174730220,"Big, Cecilia ",Infectious Disease,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1144543232,"Bigler, Cindy Marie",Nurse - Nurse Practitioner,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),BHSH,MI
1831187376,"Biglin, Peter Earl",Physical Medicine and Rehabilitation,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1053879411,"Bigtacion, Shallymar ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1578521118,"Bijlani, Smita ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1255697363,"Bilbrey, Craig Michael",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1487101945,"Bilden, Tyler Thomas",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1366427296,"Bilisko, Cindy J",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1275537011,"Bilisko, Thomas V",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073962296,"Bill, Christopher John",Physical Medicine and Rehabilitation,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1962514075,"Billeci, Kelly Anne",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1376679399,"Billes, Marsha W",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1366439432,"Bills, Michael Lee",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1811561178,"Bills, John ",Other,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1821760042,"Bills, Abigail Sarah",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1942791900,"Billups, Tucker ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1083731392,"Bilolikar, Abhay Neil",Cardiology - Cardiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1053099119,"Bin Hameed, Usman ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1629479498,"Binford, Marcy ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1538102165,"Bining, Nathan ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1972131753,"Binno, Tiffany Alyse",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1275766925,"Biotti, Jamie K",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1639309388,"Birgiolas, John Peter",Pain Management - Interventional Pain Management,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1649700147,"Birk, Vishal ",Cardiology - Cardiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1871657643,"Birkel, Phyllis Patricia",Rheumatology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1003083627,"Birris, Thomas Ryan",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1396926820,"Birris, Jamie Kristin",Psychology - Clinical Psychologist,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1083028799,"Bis, Giorgios ",Radiology - Diagnostic Radiology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1063481521,"Bis, Kostaki G",Radiology - Diagnostic Radiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1891106001,"Bischoff, Robert Thomas",Gastroenterology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1376502542,"Bischoff, Michael R",Radiology - Diagnostic Radiology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1962452524,"Bishai, Shariff K",Surgery - Orthopedic Surgery,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1427675420,"Bishay, Miriam ",Obstetrics/Gynecology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1699033548,"Bishop, Lori ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,IL
1912587353,"Bishop, Jared ",Hospitalist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,WI
1447264999,"Bishop, Nathaniel Christen",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1407815681,"Bishop, Kenneth S",Emergency Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1568681377,"Bishop, Amy Ann",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1578895223,"Bisonet, Meghan Michelle",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1386186930,"Bisson, Brenden ",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1114966538,"Bissonette, Gary R",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1487877973,"Bitar, Mohammad ",Adolescent Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1770793416,"Bitar, Eiliana ",Obstetrics/Gynecology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1457308488,"Bitner, Diana Lynn",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1225090970,"Bittinger, Andrea C",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1851083596,"Bjeijeh, Zeina ",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1609254499,"Bjorkman, Kurt Ryan",Cardiology - Pediatric Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1295113025,"Bjorkman, Sarah Hartwick",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1992874077,"Bjornson, Lori Rae",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1942640347,"Blaceri, Sonela ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1770966558,"Black, Kristen Elizabeth",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1932185089,"Black, Evan H",Ophthalmology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457892853,"Blackburn, Angela ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1477597326,"Blackburn, Gerald W",Infectious Disease,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1194218636,"Blackmer, Benjermen Alan",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1104470079,"Blackport, Kathryn Michele",Nurse - Certified Nurse Midwife,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1790158392,"Blackston, Brandy ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1073972741,"Blackstone, Krista J",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1811659535,"Blackwell, Mona ",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,GA
1043339872,"Blain, Jennifer Campbell",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1710478649,"Blair, Nicole ",Surgery - General Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,VA
1427313121,"Blair, Ingrid L",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1992749089,"Blake, Daniel ",Psychology - Clinical Psychologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1205617164,"Blake, Heather M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1649255563,"Blakely, Barbara B",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1083613871,"Blanchard, John A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1992445738,"Blanchett, Jacob William",Emergency Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1023891876,"Blank, Taylor Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1699787424,"Blank, Howard Stuart",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1073197562,"Blanton, Shalimar Moghul",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1760142699,"Blanton, Adam Robert",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1134169444,"Blanzy, Aaron J",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1629017207,"Blanzy, John E",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1043851132,"Blasch, Daniel Adam",Physician Assistant,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),BHSH,MI
1740395284,"Blaszczyk, Daniel William",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1144344771,"Blatt, Neal Benjamin",Nephrology - Pediatric,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1477951952,"Blauw, Mary Elizabeth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1215442884,"Blauw, Anna Ruth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,IL
1083672729,"Blazek, Kathleen Kaye",Emergency Medicine,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1083359152,"Blazin, Tatjana ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,FL
1861716748,"Blazo, Jacob Clarence",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1972231710,"Bleech, Emily Janelle",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1801388277,"Bleka, Mallorie Stacie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912923087,"Blenc, Ann Marie ",Pathology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1104231158,"Blenman, Lauren Zedan",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1174504088,"Bleyenberg, Sarah Elizabeth",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1629479035,"Blickenstaff, Brett W",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1679554679,"Blickley, Adam B",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1407867799,"Blind, Rachel L",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1922077395,"Blinkhorn, David M",Radiology - Diagnostic Radiology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1982679080,"Blix, Sandra Sloane",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1023860699,"Bloch, Catherine Grace",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1700488582,"Block, Nicole Lynn",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1699736280,"Blodgett, Joseph R",Adolescent Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1528210275,"Bloecker, Rachel Amanda",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1306367230,"Blok, Derek ",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1063820033,"Blomberg, Nina ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1821272402,"Blomgren, Angela J",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1073047999,"Bloodworth, Sherry ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1245573716,"Bloomingdale, Richard John",Hospitalist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1053427898,"Bluhm, Diane Marie",Nurse - Nurse Practitioner,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1508856048,"Blum, George L",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1649441486,"Blum, Vincent Michael",Emergency Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1689024606,"Blum, Natalie ",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1386634897,"Blum, Robert M",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1134129588,"Blunden, Elizabeth Gail",Obstetrics/Gynecology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1659370674,"Bobal-Savage, Roberta Ann",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1407049109,"Bobier, Patrice Elaine",Other,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1407414030,"Bobosky, Karyssa Ann",Emergency Medicine - Pediatric,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1518151539,"Bochenek, Karen Christine",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1275009714,"Bock, Kristin ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1972038867,"Boctor, Mark ",Anesthesiology - Anesthesiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1699710129,"Boctor, Baher Kamelishacc",Anesthesiology - Anesthesiologist,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1255710430,"Boekelheide, Lucy ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1942396437,"Boelkins, Mark R",Nephrology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073908091,"Boelkins, Bradley Mark",Allergy/Immunology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1043615966,"Boer, Liana Elizabeth",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1538801451,"Boerckel, Samuel ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1003863226,"Boettcher, Iris F",Geriatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1639520422,"Boeve, Matthew Jay",Family Practice,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1750101895,"Boeve, Leah ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1225000912,"Boeve, Theodore J",Cardiology - Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1326399759,"Bogard, Jeremy Peter",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
