Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
AdvisaCare Home Health - Troy,Troy,24,23,95.83,13,8,61.54,23589.75,2948.71875,8422.67,1375,13.846153846153847,7460190.54469,10138.0,5,"OZEMPIC: $2M, TRULICITY: $2M, JARDIANCE: $1.5M",12,0.6595403928640753,18.462,0.26614416935796253,19.165999999999997,38.55368456222203,236.0,Medium
MyMichigan Medical Center Clare (FKA MidMichigan Medical Center - Clare),Clare,804,750,93.28,11,7,63.64,19125.21,2732.172857143,9741.25,783,7.7272727272727275,3271774.83917,2601.0,8,"TRULICITY: $1.3M, STELARA: $0.7M, JARDIANCE: $0.6M",4,0.6111055384894396,19.092,0.11672138823812907,18.656,38.475826926727564,237.0,Medium
CorsoCare Home Health (FKA Progress at Home),Milford,197,195,98.98,27,16,59.26,32936.79,2058.549375,12061.11,1083,7.407407407407408,9303769.121,12367.0,5,"ELIQUIS: $2.6M, TRULICITY: $2.6M, JARDIANCE: $1.6M",22,0.4604360668570364,17.778,0.3319142976005178,19.796,38.36635036445755,238.0,Medium
Aspirus Iron River Hospital,Iron River,213,159,74.65,72,53,73.61,118609.76,2237.92,18255.65,2721,8.708333333333336,22380912.90285,32462.0,8,"ELIQUIS: $8.9M, OZEMPIC: $3.8M, JARDIANCE: $3.5M",49,0.5005559231440339,22.083,0.7984446829232345,14.930000000000001,38.31200060606727,239.0,Medium
Garden City Hospital,Garden City,722,557,77.15,110,82,74.55,164194.85,2002.376219512,22316.47,3243,6.263636363636365,1863212.09094,2654.0,6,"ELIQUIS: $0.8M, STELARA: $0.3M, XARELTO: $0.3M",58,0.4478718082145428,22.365,0.06647055880280398,15.430000000000001,38.30934236701735,240.0,Medium
Henry Ford Madison Heights Hospital (FKA Ascension Macomb-Oakland Hospital - Madison Heights Campus),Madison Heights,270,221,81.85,26,17,65.38,175773.56,10339.621176471,152302.48,508,4.423076923076923,0.0,0.0,0,0,0,2.3126647167673746,19.613999999999997,0.0,16.369999999999997,38.29666471676737,241.0,Medium
Ascension Michigan - Ascension West Michigan (FKA Ascension Borgess Health),Kalamazoo,1097,918,83.68,216,138,63.89,812935.87,5890.839637681,224143.93,5358,5.101851851851852,25273624.98799,35611.0,8,"TRULICITY: $6.3M, ELIQUIS: $6.1M, OZEMPIC: $4.3M",121,1.3176050408115028,19.167,0.9016429123088509,16.736,38.12224795312036,242.0,Medium
Henry Ford Rochester Hospital (FKA Ascension Providence Rochester Hospital),Rochester,1504,1281,85.17,130,81,62.31,647815.87,7997.726790123,312679.18,3240,4.8923076923076945,14810425.00167,19987.0,7,"ELIQUIS: $4.4M, TRULICITY: $3.1M, OZEMPIC: $2.8M",83,1.7888528260544563,18.692999999999998,0.5283656277001509,17.034,38.0442184537546,243.0,Medium
Midmichigan Health Park - West Branch,West Branch,14,14,100.0,10,6,60.0,735.93,122.655,349.85,30,1.8,0.0,0.0,0,0,0,0.027434263402280452,18.0,0.0,20.0,38.027434263402284,244.0,Medium
Bronson LakeView Hospital,Paw Paw,675,581,86.07,25,16,64.0,99076.3,6192.26875,76651.31,743,5.92,5586392.29167,7249.0,7,"TRULICITY: $1.4M, JARDIANCE: $1.4M, OZEMPIC: $1.3M",16,1.3850257384143323,19.2,0.19929594656700803,17.214,37.998321684981335,245.0,Medium
Alcona Citizens for Health Inc,Alpena,36,28,77.78,26,19,73.08,5536.92,291.416842105,3236.42,278,2.5384615384615388,12066841.76062,14361.0,7,"TRULICITY: $3.9M, OZEMPIC: $2.7M, ELIQUIS: $2.6M",21,0.0651812515280204,21.924,0.4304876072421599,15.556000000000001,37.97566885877018,246.0,Medium
Henry Ford Jackson Hospital (FKA Henry Ford Allegiance Health),Jackson,6206,4960,79.92,390,268,68.72,307141.66,1146.050970149,46958.75,7542,4.525641025641027,28831212.74558,37343.0,8,"ELIQUIS: $10.7M, TRULICITY: $4.8M, XARELTO: $4.2M",257,0.2563374031837815,20.616,1.0285607481187928,15.984,37.88489815130257,247.0,Medium
Burcham Hills Retirement Center - East Lansing,East Lansing,18,15,83.33,13,9,69.23,7633.09,848.121111111,5237.12,388,6.153846153846154,5471654.54328,6822.0,5,"TRULICITY: $2M, ELIQUIS: $1.2M, JARDIANCE: $1M",12,0.18969938412012508,20.769000000000002,0.19520264860681116,16.665999999999997,37.81990203272694,248.0,Medium
MyMichigan Medical Center Saginaw (FKA Ascension St Marys Hospital),Saginaw,890,765,85.96,67,39,58.21,508424.81,13036.533589744,322951.44,1437,3.9104477611940296,4385592.50738,6333.0,6,"ELIQUIS: $1.4M, OZEMPIC: $1.2M, TRULICITY: $1.1M",47,2.915883546155588,17.463,0.15645711299558446,17.192,37.727340659151174,249.0,Medium
Munson Medical Center,Traverse City,1176,1006,85.54,28,19,67.86,12544.58,660.241052632,2920.68,552,4.321428571428571,2618269.36823,2709.0,8,"OZEMPIC: $0.6M, STELARA: $0.5M, ELIQUIS: $0.4M",14,0.14767622149040152,20.358,0.09340741660532573,17.108,37.707083638095725,250.0,Medium
Kellam & Associates PC,Lake Orion,52,43,82.69,13,9,69.23,11292.01,1254.667777778,10631.98,173,2.6923076923076925,0.0,0.0,0,0,0,0.28063174186062967,20.769000000000002,0.0,16.538,37.58763174186063,251.0,Medium
Spectrum Health Medical Group,Grand Rapids,2907,2233,76.81,18,13,72.22,12221.26,940.096923077,3732.44,166,3.9444444444444446,0.0,0.0,0,0,0,0.21027162864430968,21.665999999999997,0.0,15.362,37.238271628644306,252.0,Medium
Lakeland Care Network,Niles,831,606,72.92,16,12,75.0,6887.13,573.9275,5027.38,228,3.7500000000000004,0.0,0.0,0,0,0,0.1283704554140664,22.5,0.0,14.584000000000001,37.21237045541407,253.0,Medium
Anesthesia Management Services PC,Commerce Township,181,96,53.04,91,80,87.91,81522.08,1019.026,19706.23,1472,5.736263736263737,0.0,0.0,0,0,0,0.2279257078616627,26.373,0.0,10.608,37.20892570786167,254.0,Medium
Munson Healthcare Cadillac Hospital,Cadillac,1487,1317,88.57,97,60,61.86,171123.89,2852.064833333,117869.63,1277,4.061855670103093,7864880.16904,10048.0,6,"TRULICITY: $2.1M, OZEMPIC: $2.1M, JARDIANCE: $1.7M",53,0.6379217959156872,18.558,0.2805815732386287,17.714,37.190503369154314,255.0,Medium
Convenient Urgent Care - Flushing,Flushing,17,15,88.24,14,9,64.29,8132.7,903.633333333,4159.32,389,7.571428571428572,1338334.32725,1729.0,5,"OZEMPIC: $0.4M, ELIQUIS: $0.4M, TRULICITY: $0.2M",10,0.20211581171365386,19.287,0.04774541289735917,17.648,37.18486122461101,256.0,Medium
Aspirus Health Physicians (FKA Aspirus Clinics),Houghton,2347,943,40.18,938,608,64.82,2220267.29,3651.755411184,220787.87,14445,3.8368869936034105,247518040.47562,292931.0,8,"ELIQUIS: $64.3M, TRULICITY: $55M, JARDIANCE: $45.5M",661,0.8167887149412972,19.445999999999998,8.830268193401999,8.036,37.129056908343294,257.0,Medium
Lake Michigan Emergency Specialists PLLC (FKA West Michigan Emergency Services PLC),Muskegon,74,71,95.95,54,32,59.26,3850.87,120.3396875,1024.39,118,1.1481481481481481,1268170.44727,1831.0,5,"TRULICITY: $0.8M, ELIQUIS: $0.3M, JARDIANCE: $0.1M",51,0.026916397086324376,17.778,0.045242298875760825,19.19,37.040158695962084,258.0,Medium
Trinity Health Grand Rapids Hospital (FKA Trinity Health Saint Marys - Grand Rapids),Grand Rapids,1325,1110,83.77,143,83,58.04,928608.16,11188.050120482,789411.69,2105,3.1958041958041967,9437483.11235,9973.0,7,"TRULICITY: $2.9M, STELARA: $2.2M, ELIQUIS: $1.2M",73,2.5024329539213137,17.412,0.33668457778923416,16.754,37.00511753171055,259.0,Medium
Caretenders - Farmington Hills (FKA Brookdale Home Health Detroit),Farmington Hills,52,52,100.0,18,10,55.56,5231.99,523.199,2472.16,241,4.666666666666664,3497132.68928,4802.0,6,"ELIQUIS: $1.4M, JARDIANCE: $0.8M, OZEMPIC: $0.7M",16,0.11702400373249952,16.668,0.12476108608050027,20.0,36.909785089813,260.0,Medium
DMC Medical Group,Detroit,297,240,80.81,29,20,68.97,4771.75,238.5875,1372.83,118,2.206896551724139,0.0,0.0,0,0,0,0.05336490415793557,20.691,0.0,16.162,36.90636490415793,261.0,Medium
MyMichigan Health Physicians (FKA MyMichigan Medical Group),Midland,1248,1071,85.82,201,124,61.69,279280.58,2252.262741935,115477.8,2867,3.970149253731345,18924524.24015,24565.0,7,"TRULICITY: $5.1M, ELIQUIS: $5M, OZEMPIC: $3.6M",144,0.5037639665189939,18.507,0.6751371502131842,17.163999999999998,36.84990111673218,262.0,Medium
McLaren Port Huron,Port Huron,567,516,91.01,13,8,61.54,1648.15,206.01875,448.98,73,3.0,0.0,0.0,0,0,0,0.046080246653691787,18.462,0.0,18.202,36.71008024665369,263.0,Medium
UP Health System - Marquette (FKA Marquette General Hospital),Marquette,747,588,78.71,71,49,69.01,23836.85,486.466326531,4920.23,627,3.1830985915492964,3876183.13841,4878.0,8,"OZEMPIC: $0.9M, TRULICITY: $0.8M, ELIQUIS: $0.7M",47,0.10880800080217867,20.703000000000003,0.1382838059526183,15.741999999999997,36.692091806754796,264.0,Medium
McLaren Hospice - Port Huron,Port Huron,14,13,92.86,10,6,60.0,2443.29,407.215,1402.17,151,4.5,0.0,0.0,0,0,0,0.09108184396363486,18.0,0.0,18.572,36.66308184396364,265.0,Medium
Henry Ford St John Hospital (FKA Ascension St John Hospital),Detroit,2626,2321,88.39,378,221,58.47,884156.36,4000.707511312,325318.04,6725,3.825396825396825,14571587.79147,19527.0,8,"ELIQUIS: $5.4M, TRULICITY: $2.4M, JARDIANCE: $2.2M",200,0.8948388868029458,17.541,0.5198450503047524,17.678,36.633683937107705,266.0,Medium
Central Michigan University Health,Saginaw,129,100,77.52,83,55,66.27,108201.25,1967.295454545,56732.04,859,2.6867469879518064,18491072.57235,17839.0,8,"TRULICITY: $6.9M, OZEMPIC: $4M, JARDIANCE: $2.5M",47,0.440025287922193,19.881,0.6596736532163727,15.504,36.48469894113857,267.0,Medium
McKenzie Hospital Campus (AKA McKenzie Health System),Sandusky,172,159,92.44,17,10,58.82,12239.62,1223.962,8559.98,202,3.2352941176470584,2146777.99637,2389.0,8,"TRULICITY: $0.6M, JARDIANCE: $0.4M, OZEMPIC: $0.3M",14,0.27376377565025467,17.646,0.07658684362244887,18.488,36.4843506192727,268.0,Medium
MyMichigan Medical Center Midland (FKA MidMichigan Medical Center - Midland),Midland,1318,1082,82.09,48,29,60.42,227422.07,7842.140344828,128021.72,1270,4.124999999999999,5111232.79233,4916.0,8,"TRULICITY: $1.5M, ELIQUIS: $1.3M, STELARA: $1M",23,1.7540527810334825,18.126,0.1823445122159911,16.418000000000003,36.48039729324948,269.0,Medium
University of Michigan Health-Sparrow Physicians (FKA Sparrow Health System Physicians),East Lansing,1679,1408,83.86,23,15,65.22,7735.68,515.712,3497.09,301,3.8695652173913047,0.0,0.0,0,0,0,0.1153493852490062,19.566,0.0,16.772,36.453349385249005,270.0,Medium
Capital Area Anesthesia PC,Lansing,38,12,31.58,12,12,100.0,6540.94,545.078333333,1738.2,178,8.333333333333334,0.0,0.0,0,0,0,0.12191775770684887,30.0,0.0,6.315999999999999,36.43791775770685,271.0,Medium
Munson Healthcare Manistee Hospital (FKA West Shore Medical Center),Manistee,498,420,84.34,14,9,64.29,4294.44,477.16,1616.09,144,4.071428571428572,0.0,0.0,0,0,0,0.10672645326348001,19.287,0.0,16.868000000000002,36.26172645326348,272.0,Medium
University Hospital,Ann Arbor,7162,5624,78.53,1839,801,43.56,11475199.36,14326.091585518,6418016.55,14140,1.734094616639478,119876028.85801,119113.0,8,"STELARA: $25.2M, ELIQUIS: $24.2M, OZEMPIC: $23.2M",788,3.204319188637189,13.068000000000001,4.276607405028682,15.706,36.25492659366587,273.0,Medium
Hegira Health Inc,Livonia,69,20,28.99,12,12,100.0,11153.54,929.461666667,2319.03,417,7.166666666666668,0.0,0.0,0,0,0,0.20789283914773204,30.0,0.0,5.798,36.005892839147734,274.0,Medium
Oaklawn Hospital,Marshall,504,416,82.54,43,27,62.79,51500.95,1907.442592593,20896.35,586,3.4651162790697674,5687604.41662,3189.0,8,"HUMIRA: $2M, ENBREL: $1.2M, STELARA: $0.6M",16,0.42663798874831915,18.837,0.20290671451755926,16.508,35.97454470326588,275.0,Medium
Center for Digestive Health (AKA Troy Gastroenterology PC),Rochester Hills,61,22,36.07,14,13,92.86,28761.73,2212.440769231,7155.81,1036,14.785714285714285,10289940.50313,1084.0,6,"STELARA: $10M, TRULICITY: $0.1M, OZEMPIC: $0.1M",11,0.4948569795363193,27.858,0.3670962090770818,7.214,35.9339531886134,276.0,Medium
Holland Hospital,Holland,1195,916,76.65,138,92,66.67,104540.23,1136.306847826,35086.72,1443,3.5724637681159415,7504141.04609,9388.0,7,"ELIQUIS: $1.6M, OZEMPIC: $1.5M, JARDIANCE: $1.2M",69,0.2541579337904977,20.001,0.26771211452208366,15.330000000000002,35.85287004831258,277.0,Medium
Community Health and Social Services Center (AKA CHASS),Detroit,21,15,71.43,14,10,71.43,2130.41,213.041,474.06,31,1.6428571428571428,2096776.96441,3010.0,5,"TRULICITY: $0.8M, JARDIANCE: $0.7M, ELIQUIS: $0.3M",11,0.04765091443059989,21.429000000000002,0.07480304426259109,14.286000000000001,35.837453958693196,278.0,Medium
Childrens Healthcenter,Dearborn,17,10,58.82,10,8,80.0,448.74,56.0925,134.51,19,1.4,0.0,0.0,0,0,0,0.01254621841663541,24.0,0.0,11.764000000000001,35.776546218416634,279.0,Medium
Huron Medical Center PC,Port Huron,38,33,86.84,18,11,61.11,2476.17,225.106363636,1595.96,116,2.5555555555555554,0.0,0.0,0,0,0,0.050349576238388566,18.333,0.0,17.368000000000002,35.75134957623839,280.0,Medium
Caring Circle - Saint Joseph (AKA Corewell Health Hospice & Palliative Care - Royalton),Saint Joseph,38,36,94.74,24,13,54.17,12081.4,929.338461538,2446.7,620,6.041666666666667,9285642.13528,13268.0,5,"TRULICITY: $2.6M, OZEMPIC: $2M, JARDIANCE: $1.9M",20,0.20786528183688863,16.251,0.33126761283710426,18.947999999999997,35.738132894673996,281.0,Medium
Beaumont Hospice,Troy,158,158,100.0,72,35,48.61,102382.02,2925.200571429,26020.4,4143,8.305555555555557,13060128.4321,20944.0,5,"ELIQUIS: $4.7M, JARDIANCE: $2.7M, TRULICITY: $2.3M",71,0.6542800781140963,14.582999999999998,0.46592335845142946,20.0,35.70320343656552,282.0,Medium
CNS Healthcare,Waterford,33,16,48.48,14,12,85.71,14999.61,1249.9675,4639.07,572,6.357142857142858,0.0,0.0,0,0,0,0.279580429980759,25.713,0.0,9.696,35.68858042998076,283.0,Medium
Munson Healthcare Charlevoix Hospital (FKA Charlevoix Area Hospital),Charlevoix,599,529,88.31,33,19,57.58,46465.07,2445.53,29270.98,663,5.333333333333334,5219364.01243,7993.0,6,"OZEMPIC: $3.5M, TRULICITY: $0.7M, JARDIANCE: $0.5M",17,0.5469920849388848,17.274,0.18620212062194014,17.662,35.66919420556083,284.0,Medium
Michigan State University Health Care (FKA Michigan State University HealthTeam),East Lansing,356,295,82.87,55,32,58.18,211358.97,6604.9678125,136282.47,424,3.0545454545454547,2227283.69556,2891.0,5,"TRULICITY: $1M, OZEMPIC: $0.4M, JARDIANCE: $0.4M",16,1.4773342035115498,17.454,0.07945890463900764,16.573999999999998,35.584793108150556,285.0,Medium
Henry Ford Medical Group,Detroit,3765,2868,76.18,29,18,62.07,102191.74,5677.318888889,94601.53,784,4.379310344827586,0.0,0.0,0,0,0,1.2698468208921203,18.621000000000002,0.0,15.236,35.126846820892126,286.0,Medium
IEP Urgent Care Novi (FKA Healthy Urgent Care - Novi),Novi,21,21,100.0,14,7,50.0,430.71,61.53,129.18,21,0.7142857142857143,0.0,0.0,0,0,0,0.013762424908420497,15.0,0.0,20.0,35.01376242490842,287.0,Medium
Cassopolis Family Clinic Network,Cassopolis,26,32,123.08,15,5,33.33,3938.25,787.65,3483.08,48,1.0666666666666667,6205220.96892,7597.0,5,"TRULICITY: $3.1M, JARDIANCE: $1.2M, OZEMPIC: $1.1M",8,0.17617380105830335,9.998999999999999,0.22137281488491123,24.616,35.01254661594321,288.0,Medium
Blue Water Chiropractic,Fort Gratiot,18,17,94.44,17,9,52.94,4865.2,540.577777778,4250.94,100,1.882352941176471,0.0,0.0,0,0,0,0.12091111772843409,15.882,0.0,18.888,34.890911117728436,289.0,Medium
Boulder Park Terrace,Charlevoix,12,10,83.33,10,6,60.0,984.73,164.121666667,289.62,56,1.6,4209689.20366,5773.0,5,"ELIQUIS: $1.7M, OZEMPIC: $0.8M, XARELTO: $0.6M",9,0.03670911934583791,18.0,0.15018171850325435,16.665999999999997,34.85289083784909,290.0,Medium
MyMichigan Medical Center Sault (FKA War Memorial Hospital),Sault Sainte Marie,438,354,80.82,27,16,59.26,53300.06,3331.25375,20384.8,1110,6.518518518518517,2876028.57547,3068.0,7,"TRULICITY: $0.9M, STELARA: $0.5M, JARDIANCE: $0.5M",16,0.7451020572935022,17.778,0.10260304099243812,16.163999999999998,34.789705098285935,291.0,Medium
Aspirus Keweenaw Hospital,Laurium,203,151,74.38,47,30,63.83,31532.08,1051.069333333,14475.57,492,3.7021276595744674,7493311.24924,10058.0,7,"ELIQUIS: $3.2M, XARELTO: $1.8M, JARDIANCE: $0.9M",36,0.23509284533624258,19.149,0.2673257588023882,14.875999999999998,34.52741860413863,292.0,Medium
Bay Area Family Physicians PC,Chesterfield,12,12,100.0,11,5,45.45,11723.37,2344.674,11568.73,463,4.2727272727272725,6199808.64082,7443.0,5,"ELIQUIS: $2.3M, XARELTO: $1.8M, TRULICITY: $1M",10,0.5244336073415556,13.635,0.2211797287220528,20.0,34.380613336063604,293.0,Medium
University of Michigan Health Physicians (FKA University of Michigan Medical Group),Ann Arbor,4903,3582,73.06,45,29,64.44,37235.66,1283.988275862,6287.91,723,3.511111111111111,0.0,0.0,0,0,0,0.28718986234102195,19.332,0.0,14.612,34.231189862341026,294.0,Medium
Advanced Radiology Services PC,Grand Rapids,390,194,49.74,194,140,72.16,1278471.97,9131.942642857,449124.99,3651,3.9278350515463933,14255045.06418,18370.0,6,"TRULICITY: $5.7M, ELIQUIS: $2.8M, OZEMPIC: $2M",49,2.0425430666394035,21.648,0.5085523090917459,9.948,34.14709537573115,295.0,Medium
Careline Medical Group (FKA Northview Medical House Calls),Saginaw,24,21,87.5,13,7,53.85,3910.68,558.668571429,3075.6,205,2.846153846153846,1641158.3137,2485.0,7,"TRULICITY: $0.5M, ELIQUIS: $0.4M, XARELTO: $0.2M",13,0.12495748842818409,16.155,0.058548734589023974,17.5,33.838506223017205,296.0,Medium
Covenant HealthCare - State Street MedExpress,Saginaw,49,43,87.76,34,18,52.94,7898.87,438.826111111,2109.9,346,3.647058823529412,5698768.03871,5190.0,6,"STELARA: $1.9M, TRULICITY: $1.5M, OZEMPIC: $1.2M",12,0.09815230622492,15.882,0.2033049795364446,17.552,33.73545728576136,297.0,Medium
Trinity Health Livonia Hospital (FKA St Mary Mercy Livonia Hospital),Livonia,1177,1047,88.95,39,16,41.03,255317.67,15957.354375,172088.67,624,2.8717948717948723,0.0,0.0,0,0,0,3.5691839967981935,12.309,0.0,17.790000000000003,33.66818399679819,298.0,Medium
Baldwin Family Health Care,Baldwin,47,28,59.57,27,19,70.37,7839.42,412.601052632,4821.17,140,2.6296296296296293,15342565.27217,19610.0,6,"TRULICITY: $6.5M, JARDIANCE: $2.9M, ELIQUIS: $2.6M",20,0.09228654321441823,21.111,0.547349865358122,11.914,33.66463640857254,299.0,Medium
Center for Family Health Inc,Jackson,48,39,81.25,23,13,56.52,4721.09,363.160769231,3358.65,88,1.6956521739130435,6333420.80411,7404.0,5,"JARDIANCE: $1.7M, OZEMPIC: $1.5M, TRULICITY: $1.4M",14,0.0812282271449027,16.956,0.22594637616918112,16.25,33.513174603314084,300.0,Medium
Basha Diagnostics,Royal Oak,29,23,79.31,18,10,55.56,24932.05,2493.205,15033.5,36,0.8888888888888888,0.0,0.0,0,0,0,0.557655559788697,16.668,0.0,15.862,33.08765555978869,301.0,Medium
Faith Hospice at Trillium Woods (AKA Trillium Woods Hospice Residence),Byron Center,87,86,98.85,30,13,43.33,9320.24,716.941538462,8126.64,127,1.1666666666666667,0.0,0.0,0,0,0,0.16035842819455132,12.998999999999999,0.0,19.77,32.92935842819455,302.0,Medium
First State Home Health & Hospice Care,Saginaw,82,82,100.0,12,5,41.67,5025.27,1005.054,2400.0,64,2.25,5062171.5464,5463.0,7,"OZEMPIC: $1.2M, TRULICITY: $1.1M, ENBREL: $1M",10,0.22480058839440362,12.501000000000001,0.18059423995853513,20.0,32.906394828352944,303.0,Medium
University of Michigan Health - West (FKA Metro Health Hospital),Wyoming,1858,1620,87.19,98,49,50.0,46027.01,939.326734694,8806.9,639,2.1632653061224496,5267421.68744,6625.0,8,"ELIQUIS: $1.6M, TRULICITY: $1.2M, XARELTO: $0.9M",58,0.2100993604859093,15.0,0.18791659023504073,17.438,32.83601595072095,304.0,Medium
Anesthesia Associates of Ann Arbor,Ann Arbor,210,67,31.9,64,56,87.5,10307.34,184.059642857,1639.25,308,2.249999999999999,0.0,0.0,0,0,0,0.04116864965854312,26.25,0.0,6.38,32.67116864965855,305.0,Medium
Trinity Health IHA Medical Group (FKA IHA Medical Group),Ann Arbor,1407,1249,88.77,181,85,46.96,64552.62,759.442588235,16956.27,1160,2.3370165745856353,6236337.62843,8560.0,8,"ELIQUIS: $2.4M, TRULICITY: $1.1M, OZEMPIC: $0.9M",77,0.1698646447723175,14.088000000000001,0.2224829095197431,17.753999999999998,32.23434755429206,306.0,Medium
Aspirus Ironwood Hospital,Ironwood,272,204,75.0,57,31,54.39,33577.72,1083.152258065,14151.93,809,3.5964912280701764,18014827.04415,18398.0,8,"TRULICITY: $3.7M, STELARA: $3.5M, OZEMPIC: $3.4M",37,0.24226883822534806,16.317,0.6426834745133031,15.0,32.201952312738655,307.0,Medium
Munson Healthcare Physicians,Traverse City,1686,1428,84.7,42,21,50.0,19327.32,920.348571429,5787.97,275,2.8333333333333335,0.0,0.0,0,0,0,0.20585451168314142,15.0,0.0,16.939999999999998,32.14585451168314,308.0,Medium
Bay-Arenac Behavioral Health,Bay City,32,14,43.75,13,10,76.92,13514.91,1351.491,4192.07,612,7.0769230769230775,0.0,0.0,0,0,0,0.30228820740949336,23.076,0.0,8.75,32.1282882074095,309.0,Medium
Theoria Medical,Novi,522,242,46.36,109,79,72.48,115856.29,1466.535316456,44188.27,3068,6.6697247706422,21765036.09529,31937.0,8,"ELIQUIS: $6.4M, TRULICITY: $4.7M, OZEMPIC: $4.2M",95,0.32802018801027777,21.744,0.7764731232971123,9.272,32.12049331130739,310.0,Medium
MyMichigan Medical Center Alma (FKA MidMichigan Medical Center - Gratiot),Alma,514,451,87.74,17,8,47.06,6820.77,852.59625,5395.0,69,1.9411764705882353,1659933.17853,2473.0,5,"OZEMPIC: $0.4M, JARDIANCE: $0.4M, TRULICITY: $0.3M",14,0.19070033914880402,14.118,0.05921853260223222,17.548,31.915918871751035,311.0,Medium
Beaumont Urgent Care - West Bloomfield,West Bloomfield,141,134,95.04,131,55,41.98,20728.84,376.888,2283.63,609,1.9312977099236637,3617393.34168,5517.0,6,"TRULICITY: $1M, JARDIANCE: $0.8M, OZEMPIC: $0.8M",63,0.08429859903924564,12.593999999999998,0.12905141502688708,19.008,31.815350014066127,312.0,Medium
Trinity Health Muskegon (AKA Mercy Health Muskegon - Mercy Campus),Muskegon,796,663,83.29,20,10,50.0,5917.34,591.734,2438.65,173,3.15,0.0,0.0,0,0,0,0.13235323810757835,15.0,0.0,16.658,31.790353238107578,313.0,Medium
Greater Midland Emergency Physicians,Alpena,32,31,96.88,27,11,40.74,2040.1,185.463636364,776.13,85,1.5185185185185188,0.0,0.0,0,0,0,0.04148268111006266,12.222000000000001,0.0,19.376,31.639482681110067,314.0,Medium
Trinity Health Ann Arbor Hospital (FKA St Joseph Mercy Ann Arbor Hospital),Ypsilanti,2292,2002,87.35,594,239,40.24,940735.93,3936.133598326,293893.2,6048,1.7929292929292935,33300518.79974,42619.0,8,"ELIQUIS: $12.9M, TRULICITY: $5.8M, JARDIANCE: $4.4M",366,0.8803956293917202,12.072000000000001,1.1880043628985215,17.47,31.61039999229024,315.0,Medium
Get Well Urgent Care,Madison Heights,49,47,95.92,10,4,40.0,550.23,137.5575,248.97,9,0.7999999999999999,0.0,0.0,0,0,0,0.030767507952869373,12.0,0.0,19.184,31.21476750795287,316.0,Medium
Trinity Health Livingston Hospital (FKA St Joseph Mercy Livingston Hospital),Howell,1006,911,90.56,19,8,42.11,9919.63,1239.95375,6630.52,515,3.4210526315789473,2211390.90208,3009.0,5,"OZEMPIC: $0.9M, TRULICITY: $0.6M, JARDIANCE: $0.6M",14,0.27734065292197957,12.633,0.07889192524428926,18.112000000000002,31.101232578166268,317.0,Medium
John D Dingell VA Medical Center,Detroit,537,331,61.64,130,76,58.46,374552.71,4928.325131579,299250.68,1110,2.4923076923076923,0.0,0.0,0,0,0,1.1023192677984326,17.538,0.0,12.328000000000001,30.968319267798435,318.0,Medium
UP Health System Home Care - Marquette,Marquette,175,168,96.0,24,9,37.5,3286.32,365.146666667,1691.85,115,1.375,8824785.75417,11630.0,6,"TRULICITY: $2.6M, ELIQUIS: $2M, JARDIANCE: $1.5M",23,0.08167241314098224,11.25,0.31482644581743074,19.2,30.846498858958412,319.0,Medium
Henry Ford Health System OptimEyes,Bloomfield Hills,93,85,91.4,80,33,41.25,23276.14,705.337575758,13735.08,191,1.0625000000000002,0.0,0.0,0,0,0,0.15776296800677442,12.375,0.0,18.28,30.812762968006776,320.0,Medium
Michigan Urgent Care - Ann Arbor,Ann Arbor,19,18,94.74,13,5,38.46,554.93,110.986,447.46,13,0.38461538461538464,0.0,0.0,0,0,0,0.024824256312139727,11.538,0.0,18.947999999999997,30.510824256312137,321.0,Medium
Norlite Nursing Center & Rehab,Marquette,23,21,91.3,10,4,40.0,156.17,39.0425,66.57,6,0.5,1790917.01548,2289.0,5,"TRULICITY: $0.6M, ELIQUIS: $0.5M, OZEMPIC: $0.3M",10,0.008732642198716192,12.0,0.06389141384776416,18.259999999999998,30.332624056046477,322.0,Medium
Springfield Urgent Care - Clarkston,Clarkston,33,32,96.97,17,6,35.29,2916.92,486.153333333,1366.74,194,3.4117647058823533,0.0,0.0,0,0,0,0.10873799356368816,10.587,0.0,19.394,30.089737993563688,323.0,Medium
Academic Internal Medicine Specialists,Southfield,19,17,89.47,16,5,31.25,58214.81,11642.962,52363.21,227,3.375,1622618.93637,1632.0,8,"HUMIRA: $0.5M, ELIQUIS: $0.4M, ENBREL: $0.4M",15,2.6041831665300395,9.375,0.05788733765145933,17.894,29.9310705041815,324.0,Low
Arbor Hospice,Ann Arbor,24,24,100.0,22,7,31.82,711.07,101.581428571,208.01,17,0.590909090909091,9979401.18928,11889.0,6,"ELIQUIS: $3.8M, OZEMPIC: $2M, JARDIANCE: $1.7M",21,0.022720734321444308,9.546,0.3560176411447349,20.0,29.924738375466177,325.0,Low
