Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
Grand Traverse Pavilions (AKA Grand Traverse Medical Care),Traverse City,94,92,97.87,92,85,92.39,1226273.9,14426.751764706,872287.66,6433,13.25,35061664.27777,42583.0,8,"TRULICITY: $10.2M, ELIQUIS: $9.5M, JARDIANCE: $5.6M",81,1.3406706817700593,27.717000000000002,0.35383684688445816,19.574,48.98550752865452,213.0,Medium
Heartland Home Health - Grand Rapids (FKA ProMedica Home Health Serving West Michigan),Grand Rapids,16,16,100.0,16,15,93.75,117858.85,7857.256666667,92344.83,1450,10.125000000000002,11905681.61551,15302.0,7,"TRULICITY: $4M, ELIQUIS: $3.3M, JARDIANCE: $1.6M",16,0.7301708536992673,28.125,0.12015028178549017,20.0,48.97532113548476,214.0,Medium
Trinity Health at Home - Muskegon (FKA Mercy Health VNS Muskegon - Home Health),Muskegon,259,255,98.46,255,231,90.59,1644956.81,7121.025151515,770704.97,12233,8.67450980392157,141338006.95501,189824.0,8,"TRULICITY: $49.4M, ELIQUIS: $37.5M, JARDIANCE: $22.8M",221,0.6617532345804462,27.177,1.4263611199312738,19.692,48.95711435451172,215.0,Medium
Michigan Vascular Center,Flint,17,16,94.12,16,16,100.0,19790.57,1236.910625,6476.94,331,8.0625,1258453.68114,2055.0,5,"ELIQUIS: $0.8M, XARELTO: $0.3M, TRULICITY: $0.1M",16,0.11494547337844031,30.0,0.012700118253286697,18.824,48.95164559163173,216.0,Medium
Great Lakes Bay Health Centers Mobile Medical,Saginaw,61,57,93.44,57,54,94.74,776989.83,14388.700555556,560540.83,3435,12.122807017543861,49870703.70792,54840.0,8,"TRULICITY: $22.6M, JARDIANCE: $8.7M, OZEMPIC: $7.7M",44,1.3371346023153545,28.421999999999997,0.5032873628622229,18.688,48.950421965177576,217.0,Medium
Grand Rapids Womens Health PC,Grand Rapids,20,20,100.0,20,19,95.0,90633.66,4770.192631579,55898.79,1146,16.95,0.0,0.0,0,0,0,0.4432915677664229,28.5,0.0,20.0,48.94329156776642,218.0,Medium
Womens Excellence (AKA Womens Healthcare Associates),Royal Oak,31,30,96.77,30,29,96.67,183250.93,6318.997586207,138910.89,1648,13.1,0.0,0.0,0,0,0,0.5872212220861027,29.001,0.0,19.354,48.942221222086104,219.0,Medium
Marquette Internal Medicine & Pediatric Associates PC,Marquette,46,42,91.3,42,42,100.0,241400.52,5747.631428571,133841.68,2950,15.80952380952381,13424828.31406,20204.0,6,"ELIQUIS: $6.2M, XARELTO: $3.9M, OZEMPIC: $1.5M",38,0.5341244565361338,30.0,0.13548127330692444,18.259999999999998,48.92960572984306,220.0,Medium
Ascension at Home Together With Compassus - Grand Blanc Home Health (FKA Genesys Health System Home Health),Grand Blanc,102,102,100.0,102,94,92.16,368364.61,3918.772446809,82154.3,13004,19.00980392156863,88297110.86761,110419.0,8,"TRULICITY: $24.2M, OZEMPIC: $20.1M, ELIQUIS: $19.1M",92,0.36416952434283545,27.648,0.8910806700699392,20.0,48.90325019441278,221.0,Medium
L O Eye Care,East Lansing,26,26,100.0,26,25,96.15,11876.1,475.044,2109.02,402,5.653846153846154,0.0,0.0,0,0,0,0.044145596579047736,28.845,0.0,20.0,48.88914559657904,222.0,Medium
Grand Rapids Ophthalmology,Grand Rapids,32,30,93.75,30,30,100.0,44869.94,1495.664666667,6821.96,1241,11.266666666666666,0.0,0.0,0,0,0,0.13899135446867508,30.0,0.0,18.75,48.88899135446867,223.0,Medium
Select Specialty Hospital - Corewell Health Grand Rapids (FKA Select Specialty Hospital - Spectrum Health),Grand Rapids,23,23,100.0,23,22,95.65,41282.84,1876.492727273,26518.98,552,6.695652173913043,0.0,0.0,0,0,0,0.1743815118635556,28.695,0.0,20.0,48.86938151186355,224.0,Medium
Henry Ford Providence Novi Hospital (FKA Ascension Providence Hospital - Novi Campus),Novi,1456,1289,88.53,1289,1104,85.65,16992191.36,15391.477681159,3904492.44,108950,12.95655546935609,399981115.866275,512569.0,8,"ELIQUIS: $105.1M, TRULICITY: $75.9M, OZEMPIC: $72.3M",907,1.4303221690366836,25.695,4.036547031259503,17.706,48.867869200296184,225.0,Medium
Shelby Pediatric Associates & Child Lung Center,Shelby Township,16,15,93.75,15,15,100.0,14117.42,941.161333333,2659.62,883,14.6,0.0,0.0,0,0,0,0.0874616425786186,30.0,0.0,18.75,48.83746164257862,226.0,Medium
Absolute Home Health Care,Grand Blanc,103,103,100.0,103,92,89.32,1128620.09,12267.609673913,525084.28,13126,18.28155339805825,88260874.02673,116768.0,8,"ELIQUIS: $25.5M, TRULICITY: $23.1M, OZEMPIC: $19.2M",100,1.14002270874653,26.795999999999996,0.8907149735240921,20.0,48.82673768227062,227.0,Medium
Intercare Community Health Network,Bangor,42,47,111.9,31,27,87.1,16817.35,622.864814815,5425.55,628,3.935483870967742,24938043.71718,33810.0,5,"TRULICITY: $9.4M, JARDIANCE: $7.6M, ELIQUIS: $3.2M",18,0.057882509489870976,26.13,0.25167084729484407,22.38,48.81955335678471,228.0,Medium
Eastside Gynecology Obstetrics PC,Grosse Pointe,38,37,97.37,37,36,97.3,58563.98,1626.777222222,10301.22,2403,20.783783783783782,0.0,0.0,0,0,0,0.15117557737008847,29.189999999999998,0.0,19.474,48.815175577370084,229.0,Medium
Rehabilitation Physicians PC,Novi,16,15,93.75,15,15,100.0,9188.78,612.585333333,2680.0,316,9.666666666666666,0.0,0.0,0,0,0,0.0569272425197668,30.0,0.0,18.75,48.80692724251976,230.0,Medium
Henry Ford Warren Hospital (FKA Ascension Macomb-Oakland Hospital - Warren Campus),Warren,1145,1040,90.83,1040,887,85.29,13147535.0,14822.474633596,3904492.44,81007,12.38076923076923,362961693.416805,443120.0,8,"ELIQUIS: $102.9M, TRULICITY: $65.1M, OZEMPIC: $61.2M",708,1.3774450061002717,25.587000000000003,3.662952794282304,18.166,48.79339780038258,231.0,Medium
Michigan Orthopaedic & Spine Surgeons,Rochester Hills,14,13,92.86,13,13,100.0,30676.78,2359.752307692,9133.06,715,8.692307692307692,0.0,0.0,0,0,0,0.21929057813981012,30.0,0.0,18.572,48.79129057813981,232.0,Medium
Troy Dialysis,Troy,14,13,92.86,13,13,100.0,24252.46,1865.573846154,7717.22,986,13.769230769230768,3391966.13135,3885.0,5,"OZEMPIC: $1.1M, JARDIANCE: $1.1M, TRULICITY: $0.8M",12,0.17336682581137103,30.0,0.034231193110154705,18.572,48.779598018921526,233.0,Medium
Lansing Cardiovascular Consultants PC (AKA Same Day HeartCare),Okemos,12,11,91.67,11,11,100.0,38438.12,3494.374545455,6723.32,1971,30.636363636363637,9697406.98638,12404.0,6,"ELIQUIS: $3.7M, XARELTO: $1.8M, TRULICITY: $1.6M",10,0.32473044387414585,30.0,0.09786471868055469,18.334000000000003,48.7565951625547,234.0,Medium
CorsoCare Hospice (FKA Michigan Premier Hospice Care),Milford,21,21,100.0,21,18,85.71,562786.55,31265.919444444,525084.28,2231,12.714285714285714,12228140.31659,18393.0,7,"TRULICITY: $3.2M, ELIQUIS: $2.9M, JARDIANCE: $2.3M",21,2.9055259438439998,25.713,0.12340448469886829,20.0,48.74193042854287,235.0,Medium
Muskegon Surgery Center LLC,Muskegon,47,46,97.87,46,44,95.65,219261.01,4983.204772727,92344.83,921,5.608695652173913,0.0,0.0,0,0,0,0.4630866773763933,28.695,0.0,19.574,48.732086677376394,236.0,Medium
DaVita Livonia Dialysis,Livonia,12,11,91.67,11,11,100.0,45878.96,4170.814545455,16532.24,1104,15.727272727272728,0.0,0.0,0,0,0,0.3875916679921877,30.0,0.0,18.334000000000003,48.721591667992186,237.0,Medium
Pulmonary & Critical Care Associates PC,Shelby Township,20,20,100.0,20,19,95.0,45247.8,2381.463157895,10335.75,787,11.55,0.0,0.0,0,0,0,0.22130815637351012,28.5,0.0,20.0,48.72130815637351,238.0,Medium
Urologic Consultants PC,Grand Rapids,11,10,90.91,10,10,100.0,57381.71,5738.171,16308.26,1830,41.1,0.0,0.0,0,0,0,0.5332453037352138,30.0,0.0,18.182000000000002,48.715245303735216,239.0,Medium
McLaren Central Michigan (FKA Central Michigan Community Hospital),Mount Pleasant,490,452,92.24,452,397,87.83,5684437.2,14318.481612091,1175226.38,35670,11.732300884955754,254566481.63355,269521.0,8,"TRULICITY: $61.6M, ELIQUIS: $57.6M, OZEMPIC: $39M",331,1.3306091917209402,26.349,2.569045224724131,18.448,48.69665441644507,240.0,Medium
Forest Health Medical Center Michigan Physicians,Ypsilanti,18,18,100.0,18,17,94.44,65645.16,3861.48,24254.69,1508,16.333333333333336,0.0,0.0,0,0,0,0.3588453664882858,28.332,0.0,20.0,48.69084536648829,241.0,Medium
Tukel Eye Center,Dearborn,52,47,90.38,47,47,100.0,303457.24,6456.537021277,178204.45,2533,14.340425531914894,0.0,0.0,0,0,0,0.6000026916222098,30.0,0.0,18.076,48.67600269162221,242.0,Medium
Park Medical Centers (FKA Park Family Health Care PC),Detroit,19,19,100.0,19,18,94.74,25606.19,1422.566111111,5825.68,1284,15.63157894736842,11931938.61793,16933.0,7,"TRULICITY: $5.3M, ELIQUIS: $2.5M, JARDIANCE: $1.9M",19,0.13219834299166183,28.421999999999997,0.12041526335827937,20.0,48.674613606349936,243.0,Medium
Munson Healthcare Grayling Community Health Center,Grayling,14,13,92.86,13,13,100.0,7104.4,546.492307692,1070.18,376,9.769230769230772,4815451.65086,5873.0,5,"TRULICITY: $1.9M, ELIQUIS: $1.6M, JARDIANCE: $0.6M",11,0.05078525136392389,30.0,0.048596786934189194,18.572,48.67138203829811,244.0,Medium
DMC Huron Valley-Sinai Hospital,Commerce Township,908,817,89.98,817,730,89.35,15314029.2,20978.122191781,2695647.23,77392,13.484700122399017,189548079.18683,228970.0,8,"ELIQUIS: $47.8M, TRULICITY: $32.7M, JARDIANCE: $29.3M",467,1.9494861934143628,26.805,1.9128896489661804,17.996000000000002,48.663375842380546,245.0,Medium
Westwood Rehabilitation & Nursing Center,Detroit,12,11,91.67,11,11,100.0,32710.36,2973.669090909,10928.21,1224,18.363636363636363,3628900.61798,10947.0,6,"ELIQUIS: $1.9M, TRULICITY: $0.6M, XARELTO: $0.4M",7,0.27634155161806556,30.0,0.03662229899158605,18.334000000000003,48.64696385060965,246.0,Medium
Center for Physical Rehabilitation Inc,Grand Rapids,565,517,91.5,517,416,80.46,18519360.56,44517.693653846,13932683.07,23600,7.276595744680853,204938441.50318,271860.0,8,"TRULICITY: $74M, ELIQUIS: $37.8M, OZEMPIC: $36.6M",371,4.13700656080767,24.137999999999998,2.068206784835266,18.3,48.643213345642934,247.0,Medium
Western Wayne Family Health Centers,Inkster,13,12,92.31,11,11,100.0,18550.93,1686.448181818,13897.53,296,9.090909090909092,2109463.55719,2886.0,6,"TRULICITY: $0.7M, JARDIANCE: $0.6M, ELIQUIS: $0.3M",9,0.15672076920454941,30.0,0.02128837717971714,18.462,48.64000914638427,248.0,Medium
Kumar Urology (AKA Michigan United Physicians PC),Rochester Hills,11,10,90.91,10,10,100.0,48957.91,4895.791,20183.93,953,22.4,0.0,0.0,0,0,0,0.4549633600705044,30.0,0.0,18.182000000000002,48.63696336007051,249.0,Medium
Michigan Orthopedic Specialists,Dearborn,23,19,82.61,19,19,100.0,430765.25,22671.855263158,299623.78,914,9.578947368421053,0.0,0.0,0,0,0,2.106883943689286,30.0,0.0,16.522,48.62888394368928,250.0,Medium
Grand Traverse Ophthalmology Clinic,Traverse City,14,13,92.86,13,13,100.0,6327.07,486.697692308,1254.17,172,5.153846153846154,0.0,0.0,0,0,0,0.04522856826016637,30.0,0.0,18.572,48.61722856826017,251.0,Medium
Foot & Ankle Specialists (AKA Foot and Ankle Specialists of West Michigan PLLC),Grand Rapids,12,11,91.67,11,11,100.0,28274.32,2570.392727273,15427.44,445,12.545454545454545,0.0,0.0,0,0,0,0.2388652848744793,30.0,0.0,18.334000000000003,48.57286528487448,252.0,Medium
McLaren Thumb Region (FKA Huron Medical Center),Bad Axe,169,160,94.67,160,145,90.63,2663371.26,18368.077655172,1175226.38,12239,11.65625,71788199.12346,81973.0,8,"ELIQUIS: $22.9M, TRULICITY: $13.4M, OZEMPIC: $12.6M",115,1.7069360861264309,27.189,0.724475307849656,18.934,48.55441139397608,253.0,Medium
Scheurer Hospital,Pigeon,221,204,92.31,204,189,92.65,1692419.93,8954.602804233,192593.78,14762,12.534313725490195,144764805.18175,134692.0,8,"ELIQUIS: $34.9M, STELARA: $22M, TRULICITY: $21.8M",137,0.8321466704584829,27.795,1.4609438331149063,18.462,48.55009050357339,254.0,Medium
DaVita PDI-Grand Rapids East,Grand Rapids,12,11,91.67,11,11,100.0,22076.54,2006.958181818,4125.79,988,21.09090909090909,0.0,0.0,0,0,0,0.1865055999982245,30.0,0.0,18.334000000000003,48.52050559999823,255.0,Medium
Visiting Nurse Association Health Services - Port Huron,Port Huron,57,57,100.0,57,51,89.47,556891.58,10919.442745098,158383.78,8097,21.157894736842106,63752271.23938,85188.0,8,"TRULICITY: $17.5M, ELIQUIS: $14.1M, OZEMPIC: $13.7M",48,1.0147382438113224,26.840999999999998,0.6433779771078134,20.0,48.499116220919134,256.0,Medium
Oakland Southfield Physicians,Detroit,44,44,100.0,44,41,93.18,91086.98,2221.633658537,13446.85,5022,17.886363636363637,33327430.65881,45523.0,8,"ELIQUIS: $8.7M, TRULICITY: $7.7M, JARDIANCE: $7.2M",41,0.2064552825342669,27.954,0.3363352317120463,20.0,48.496790514246314,257.0,Medium
Michigan Kidney Consultants PC,Sterling Heights,39,35,89.74,35,35,100.0,191945.92,5484.169142857,85404.93,4326,19.685714285714287,2981325.30456,3839.0,5,"JARDIANCE: $2.1M, ELIQUIS: $0.5M, TRULICITY: $0.2M",32,0.5096410407284949,30.0,0.03008706993898156,17.948,48.487728110667476,258.0,Medium
City Medical Clinic PC,Madison Heights,11,10,90.91,10,10,100.0,28469.38,2846.938,6763.2,1577,25.0,3617239.95509,5069.0,6,"TRULICITY: $1.3M, OZEMPIC: $0.9M, ELIQUIS: $0.5M",10,0.2645644959910261,30.0,0.03650462140055977,18.182000000000002,48.483069117391594,259.0,Medium
Fenton Medical Center (AKA Associated Foot Clinic of Fenton PC),Fenton,11,10,90.91,10,10,100.0,25069.72,2506.972,6376.45,1364,24.0,6740665.14029,8405.0,5,"TRULICITY: $3M, ELIQUIS: $1.4M, JARDIANCE: $0.9M",9,0.232971629042717,30.0,0.06802574116986253,18.182000000000002,48.48299737021258,260.0,Medium
Heartland Home Health - West Branch (FKA ProMedica Home Health Serving Northern Michigan),West Branch,27,27,100.0,27,24,88.89,384613.27,16025.552916667,364276.03,1084,9.555555555555555,30747646.45192,34305.0,7,"TRULICITY: $9.2M, ELIQUIS: $6.7M, OZEMPIC: $6.6M",26,1.4892464572026238,26.667,0.31030045189735755,20.0,48.46654690909999,261.0,Medium
The Care Team - Standish Home Health (FKA InTeliCare Health Services - Standish Home Health),Standish,102,101,99.02,101,91,90.1,590988.61,6494.38032967,364276.03,5412,11.049504950495049,101612380.41583,114728.0,8,"TRULICITY: $31.7M, ELIQUIS: $22.4M, OZEMPIC: $20M",93,0.603519450965626,27.029999999999998,1.025456293401259,19.804,48.46297574436688,262.0,Medium
Riemer Eye Center,Cadillac,12,11,91.67,11,11,100.0,14158.35,1287.122727273,3750.53,317,11.727272727272727,0.0,0.0,0,0,0,0.11961165842725631,30.0,0.0,18.334000000000003,48.45361165842726,263.0,Medium
Henry Ford Home Health Care - Detroit Office,Detroit,905,900,99.45,900,683,75.89,10316915.07,15105.292928258,623862.29,43844,7.825555555555557,430775287.8726,559821.0,8,"ELIQUIS: $110.5M, OZEMPIC: $94.5M, TRULICITY: $93.5M",839,1.403727165945092,22.767,4.347317011794742,19.89,48.40804417773984,264.0,Medium
MSU Health Care Pharmacy,East Lansing,17,17,100.0,17,16,94.12,25949.78,1621.86125,14106.19,493,8.647058823529411,0.0,0.0,0,0,0,0.1507187385793528,28.236,0.0,20.0,48.386718738579354,265.0,Medium
Ob Gyn Associates of Holland PC,Holland,12,11,91.67,11,11,100.0,5830.89,530.080909091,3515.0,109,5.2727272727272725,0.0,0.0,0,0,0,0.04926014846411314,30.0,0.0,18.334000000000003,48.38326014846412,266.0,Medium
Mohammad Saleh MD PC,Dearborn,14,12,85.71,12,12,100.0,81031.97,6752.664166667,16532.24,2598,31.833333333333332,59767068.52421,77303.0,5,"TRULICITY: $28.9M, JARDIANCE: $15.4M, OZEMPIC: $15.4M",11,0.62752163617575,30.0,0.6031599329282853,17.142,48.37268156910403,267.0,Medium
Fresenius Kidney Care - St Clair Shores Dialysis,Harper Woods,17,17,100.0,17,16,94.12,14102.89,881.430625,2496.39,624,10.823529411764707,3158474.4245,3722.0,5,"JARDIANCE: $1.2M, OZEMPIC: $1.1M, TRULICITY: $0.7M",17,0.08191089832450868,28.236,0.03187483122524966,20.0,48.34978572954976,268.0,Medium
Villa at City Center (FKA Warren Geriatric Village),Warren,11,10,90.91,10,10,100.0,12229.77,1222.977,5473.58,548,10.0,4206056.94392,6905.0,6,"ELIQUIS: $1.4M, OZEMPIC: $0.9M, TRULICITY: $0.7M",6,0.1136506287153486,30.0,0.0424468706066736,18.182000000000002,48.338097499322025,269.0,Medium
Sheridan Community Hospital,Sheridan,80,78,97.5,78,67,85.9,1966547.54,29351.455820896,770704.97,6863,12.474358974358974,33316486.48244,34061.0,8,"ELIQUIS: $7.6M, STELARA: $7.2M, TRULICITY: $6M",54,2.7276158159602417,25.770000000000003,0.3362247847912204,19.5,48.333840600751465,270.0,Medium
Deckerville Community Hospital,Deckerville,65,64,98.46,64,58,90.63,632340.37,10902.420172414,221119.22,5782,14.15625,41873123.54408,45943.0,8,"ELIQUIS: $13.3M, TRULICITY: $9.1M, OZEMPIC: $6.1M",49,1.0131563448157654,27.189,0.4225770313314682,19.692,48.31673337614723,271.0,Medium
CorsoCare Home Health (FKA Progress at Home),Milford,197,195,98.98,195,166,85.13,3057857.07,18420.825722892,1050433.64,26525,19.102564102564102,125514459.80466,172658.0,8,"TRULICITY: $34.8M, ELIQUIS: $30.1M, OZEMPIC: $25.8M",180,1.7118379371505286,25.538999999999998,1.2666723502867228,19.796,48.313510287437246,272.0,Medium
TONE Home Health Services,Farmington Hills,436,435,99.77,435,356,81.84,2434500.04,6838.483258427,525084.28,42372,13.988505747126437,313034089.63567,422494.0,8,"TRULICITY: $81.6M, ELIQUIS: $72.8M, OZEMPIC: $65.5M",428,0.6354967605928928,24.552,3.1590912047566126,19.953999999999997,48.30058796534951,273.0,Medium
Harbor Hospice,Muskegon,84,84,100.0,84,77,91.67,60418.67,784.658051948,11363.27,3104,9.25,71472497.24481,99488.0,7,"TRULICITY: $24M, ELIQUIS: $19.7M, JARDIANCE: $11.6M",81,0.07291787247875542,27.501,0.7212892937342952,20.0,48.295207166213046,274.0,Medium
Pontiac General Hospital (FKA Doctors Hospital of Michigan),Pontiac,48,47,97.92,47,42,89.36,811698.4,19326.152380952,390969.49,8899,18.04255319148936,10380656.98654,12658.0,8,"TRULICITY: $2.4M, JARDIANCE: $2.2M, ELIQUIS: $2.1M",34,1.7959694816368796,26.808,0.10475997110711169,19.584000000000003,48.292729452744,275.0,Medium
Notting Hill of West Bloomfield,West Bloomfield,11,10,90.91,10,10,100.0,10173.28,1017.328,3167.57,187,6.800000000000001,0.0,0.0,0,0,0,0.09453977205599791,30.0,0.0,18.182000000000002,48.276539772056,276.0,Medium
DaVita Grosse Pointe Dialysis,Detroit,13,13,100.0,13,12,92.31,73841.78,6153.481666667,70463.19,141,4.230769230769231,0.0,0.0,0,0,0,0.5718399121202408,27.693,0.0,20.0,48.26483991212024,277.0,Medium
Metropolitan Nephrologists PC,Warren,11,10,90.91,10,10,100.0,6513.89,651.389,3262.34,295,7.5,0.0,0.0,0,0,0,0.06053324746766473,30.0,0.0,18.182000000000002,48.24253324746766,278.0,Medium
McLaren Home Care & Hospice - Home Care - Northern Michigan (FKA McLaren Homecare - Cheboygan),Cheboygan,198,198,100.0,198,176,88.89,719757.05,4089.528693182,364276.03,7579,8.38888888888889,117287183.46759,141405.0,8,"TRULICITY: $30.4M, ELIQUIS: $30.2M, OZEMPIC: $21.2M",187,0.3800378152079657,26.667,1.1836439608043192,20.0,48.23068177601229,279.0,Medium
Cascade Pediatrics,Grand Rapids,11,10,90.91,10,10,100.0,3689.61,368.961,828.94,202,11.1,0.0,0.0,0,0,0,0.03428735750667734,30.0,0.0,18.182000000000002,48.21628735750668,280.0,Medium
Trinity Health Oakland Hospital (FKA St Joseph Mercy Oakland Hospital),Pontiac,1153,1030,89.33,1030,869,84.37,21198490.5,24394.120253165,4882592.56,85395,12.471844660194176,273951273.388414,334100.0,8,"ELIQUIS: $71.1M, TRULICITY: $55.9M, OZEMPIC: $54.9M",613,2.2669331506071013,25.311,2.7646735194255245,17.866,48.20860667003262,281.0,Medium
Michigan Surgery Specialists PC,Warren,30,27,90.0,27,26,96.3,356864.71,13725.565769231,189142.11,1758,11.666666666666666,0.0,0.0,0,0,0,1.2755098249165524,28.89,0.0,18.0,48.165509824916555,282.0,Medium
Northern Home Care,Pentwater,27,27,100.0,27,25,92.59,20507.25,820.29,4634.28,1158,10.11111111111111,30390589.65383,38600.0,8,"TRULICITY: $10.7M, ELIQUIS: $8.1M, JARDIANCE: $4.5M",23,0.07622913123379532,27.777,0.3066970903856529,20.0,48.15992622161945,283.0,Medium
Seasons Change Home Health Care,Pigeon,14,14,100.0,14,13,92.86,20828.42,1602.186153846,4414.18,1112,15.071428571428571,14933092.77464,20012.0,7,"OZEMPIC: $4.2M, ELIQUIS: $3.6M, TRULICITY: $3.2M",14,0.14889034193089823,27.858,0.15070244298020435,20.0,48.1575927849111,284.0,Medium
Treetop Adult Care,Southfield,12,10,83.33,10,10,100.0,160412.18,16041.218,134258.17,1906,15.2,0.0,0.0,0,0,0,1.4907022054053076,30.0,0.0,16.665999999999997,48.1567022054053,285.0,Medium
Straith Hospital for Special Surgery,Southfield,94,84,89.36,84,81,96.43,1079004.92,13321.048395062,525084.28,6931,14.94047619047619,11505601.22259,15671.0,6,"ELIQUIS: $2.8M, OZEMPIC: $2.5M, TRULICITY: $2.1M",41,1.2379182316972288,28.929000000000002,0.11611273286568995,17.872,48.155030964562926,286.0,Medium
McLaren Medical Group,Bay City,1402,1237,88.23,1237,1053,85.13,7072806.58,6716.815365622,1175226.38,67936,10.953112368633795,429045493.3838,529947.0,8,"ELIQUIS: $131.3M, TRULICITY: $101.3M, OZEMPIC: $69.7M",961,0.6241902253826969,25.538999999999998,4.329860195631479,17.646,48.139050421014176,287.0,Medium
Prudenville Community Health Center,Prudenville,20,18,90.0,18,18,100.0,11101.59,616.755,2273.75,523,9.166666666666666,7745764.63273,8740.0,7,"TRULICITY: $3M, ELIQUIS: $1.8M, JARDIANCE: $1.3M",15,0.05731472751599975,30.0,0.07816904846961398,18.0,48.13548377598562,288.0,Medium
McLaren Greater Lansing (FKA Ingham Regional Medical Center),Lansing,1251,1053,84.17,1053,928,88.13,11491351.66,12382.922047414,3035309.96,88066,13.726495726495727,367372872.30489,409430.0,8,"TRULICITY: $83M, ELIQUIS: $82.1M, OZEMPIC: $60.5M",621,1.1507386287900367,26.439,3.707469723554053,16.834,48.13120835234409,289.0,Medium
Experts In Home Health Management Inc,Eastpointe,14,14,100.0,14,13,92.86,25035.67,1925.820769231,10928.21,1162,13.857142857142858,9293707.10701,15671.0,6,"ELIQUIS: $2.9M, TRULICITY: $2.2M, JARDIANCE: $2M",12,0.1789655416382969,27.858,0.0937906424680777,20.0,48.130756184106374,290.0,Medium
Americans Home Health & Hospice Care - Home Health,Saginaw,117,117,100.0,117,97,82.91,1898668.2,19573.898969072,779293.34,9241,13.282051282051286,139603839.04321,170187.0,8,"TRULICITY: $42.8M, OZEMPIC: $32.7M, ELIQUIS: $31.6M",112,1.8189924456843807,24.872999999999998,1.4088601678652715,20.0,48.10085261354965,291.0,Medium
Corewell Health Physicians (FKA Spectrum Health Physicians),Grand Rapids,163,153,93.87,153,137,89.54,925094.36,6752.513576642,152110.65,3946,6.326797385620915,179724276.70126,173034.0,8,"ELIQUIS: $82.3M, STELARA: $57.3M, XARELTO: $25.8M",118,0.6275076419215493,26.862000000000002,1.8137493666232887,18.774,48.07725700854484,292.0,Medium
Detroit Medical Center (AKA VHS of Michigan),Detroit,1630,1528,93.74,1528,1283,83.97,22130494.37,17249.021332814,2695647.23,101756,10.226439790575915,248392569.31062,302079.0,8,"ELIQUIS: $59.8M, TRULICITY: $47M, JARDIANCE: $38.6M",673,1.60294275296982,25.191,2.506739064583532,18.747999999999998,48.048681817553344,293.0,Medium
Sturgis Hospital,Sturgis,375,364,97.07,364,309,84.89,3644669.49,11795.046893204,1175955.05,30838,12.585164835164838,201550298.97746,230695.0,8,"ELIQUIS: $46.8M, TRULICITY: $36.3M, OZEMPIC: $35.8M",227,1.0961076906104152,25.467,2.0340141789567134,19.413999999999998,48.01112186956713,294.0,Medium
Harbor Beach Community Hospital,Harbor Beach,56,53,94.64,53,49,92.45,478616.92,9767.692244898,158383.78,4767,13.90566037735849,42855358.08076,50558.0,8,"ELIQUIS: $12.5M, TRULICITY: $8.7M, OZEMPIC: $7.9M",38,0.9077066573866005,27.735,0.43248958906422325,18.928,48.00319624645083,295.0,Medium
Upper Peninsula Home Health & Hospice - Marquette Hospice,Marquette,14,14,100.0,14,13,92.86,5809.79,446.906923077,2199.84,333,6.928571428571429,8569929.88881,12019.0,5,"ELIQUIS: $2M, XARELTO: $2M, JARDIANCE: $1.7M",14,0.04153083237456059,27.858,0.08648639567859868,20.0,47.98601722805316,296.0,Medium
Integrated Services of Kalamazoo,Kalamazoo,11,11,100.0,11,10,90.91,75031.93,7503.193,63116.06,411,4.818181818181818,0.0,0.0,0,0,0,0.6972678977794371,27.273,0.0,20.0,47.970267897779436,297.0,Medium
Urological Services PC,Flint,13,13,100.0,13,12,92.31,34885.48,2907.123333333,6385.6,1410,28.153846153846153,0.0,0.0,0,0,0,0.2701574883144617,27.693,0.0,20.0,47.963157488314465,298.0,Medium
St Maries Hospice,Lathrup Village,13,13,100.0,13,12,92.31,27392.03,2282.669166667,10928.21,1380,16.30769230769231,5493766.94419,14530.0,6,"ELIQUIS: $2.8M, XARELTO: $0.8M, TRULICITY: $0.7M",13,0.21212728116787594,27.693,0.055442239069145825,20.0,47.96056952023702,299.0,Medium
Munson Healthcare Paul Oliver Memorial Hospital,Frankfort,296,289,97.64,289,257,88.93,1458470.15,5674.981128405,872287.66,12743,8.95847750865052,120660508.16222,125219.0,8,"ELIQUIS: $37.8M, TRULICITY: $19.3M, STELARA: $15.2M",210,0.5273731012038384,26.679000000000002,1.217687027442834,19.528000000000002,47.95206012864668,300.0,Medium
Beacon Home Care,Port Huron,73,73,100.0,73,64,87.67,624251.48,9753.929375,158383.78,10771,20.698630136986303,73728694.23106,95533.0,8,"TRULICITY: $20.3M, OZEMPIC: $16.9M, ELIQUIS: $14.5M",61,0.9064276809080278,26.301000000000002,0.7440584817922357,20.0,47.95148616270026,301.0,Medium
Munson Healthcare Cadillac OB/GYN,Cadillac,18,16,88.89,16,16,100.0,10252.79,640.799375,3444.87,214,7.375,11104514.89907,14043.0,6,"TRULICITY: $3.9M, ELIQUIS: $2.6M, JARDIANCE: $1.9M",11,0.05954915901865076,30.0,0.11206503225118214,17.778,47.94961419126983,302.0,Medium
