AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
Murray Ocular Oncology & Retina Inc,3738.62,3738.62,746.13,1,11,3738.62,11.0,0.02366794054521186,0.03550191081781779,3.044280442804428,3.1034502941674575,Low
Brilliant Eyes Vision Center,5182.45,2591.23,545.52,2,22,2591.225,11.0,0.03280834063866699,0.024606255479000246,3.044280442804428,3.101695038922095,Low
Massachusetts Eye and Ear,280186.87,6226.37,75000.0,45,206,6226.374888888889,4.5777777777777775,1.7737684441609483,0.05912561480536495,1.2669126691266912,3.0998067280930046,Low
EyeCare Professionals of Powell Inc,11414.04,2853.51,853.9,4,43,2853.51,10.75,0.07225843228267917,0.027096912106004692,2.975092250922509,3.074447595311193,Low
Community First Medical Center (FKA Our Lady of the Resurrection Medical Center),2413.75,804.58,700.0,3,33,804.5833333333334,11.0,0.015280636034420491,0.007640318017210245,3.044280442804428,3.0672013968560585,Low
Huntsville Hospital,1590.33,227.19,29.52,7,77,227.19,11.0,0.010067842114808882,0.0021573947388876173,3.044280442804428,3.0565056796581245,Low
Saint Annes Hospital,804.96,402.48,145.37,2,22,402.48,11.0,0.0050959298942587754,0.003821947420694081,3.044280442804428,3.053198320119381,Low
Middle Tennessee Ambulatory Surgery Center,497.29,497.29,134.11,1,11,497.29,11.0,0.0031481750361706745,0.004722262554256011,3.044280442804428,3.0521508803948545,Low
Advanced Eye Associates,673.88,224.63,24.98,3,33,224.62666666666667,11.0,0.00426610668498199,0.002133053342490995,3.044280442804428,3.050679602831901,Low
Providence Queen of the Valley Medical Center,636.65,212.22,127.0,3,33,212.21666666666667,11.0,0.004030416128975165,0.0020152080644875825,3.044280442804428,3.0503260669978904,Low
Richard L Roudebush VA Medical Center,374.67,374.67,119.02,1,11,374.67,11.0,0.0023719092296287207,0.0035578638444430815,3.044280442804428,3.0502102158785,Low
DMC Sinai-Grace Hospital,350.75,350.75,149.6,1,11,350.75,11.0,0.0022204797883264575,0.0033307196824896865,3.044280442804428,3.049831642275244,Low
Bayside Ambulatory Surgery Center,490.22,245.11,24.65,2,22,245.11,11.0,0.0031034172539797468,0.00232756294048481,3.044280442804428,3.0497114229988926,Low
North Florida Eye Center,340.26,340.26,142.29,1,11,340.26,11.0,0.0021540711412001722,0.003231106711800258,3.044280442804428,3.049665620657428,Low
Slade & Baker Vision Center (AKA Stephen Glenn Slade MD PA),12958.56,6479.28,2800.0,2,21,6479.28,10.5,0.08203626675927497,0.06152720006945622,2.9059040590405902,3.0494675258693213,Low
Oklahoma Center for Orthopaedic & Multi-Specialty Surgery,323.14,323.14,118.76,1,11,323.14,11.0,0.002045690203278151,0.0030685353049172267,3.044280442804428,3.0493946683126234,Low
Evangelical Community Hospital,453.37,226.68,122.31,2,22,226.685,11.0,0.002870132349632405,0.0021525992622243037,3.044280442804428,3.0493031744162846,Low
Mary Washington Hospital,301.87,301.87,125.0,1,11,301.87,11.0,0.0019110370169696583,0.0028665555254544874,3.044280442804428,3.049058035346852,Low
Cohn Eye Center PA,299.7,299.7,111.17,1,11,299.7,11.0,0.0018972994798615518,0.0028459492197923275,3.044280442804428,3.0490236915040816,Low
NYC Pupil,256.01,256.01,29.89,1,11,256.01,11.0,0.0016207128456434965,0.0024310692684652445,3.044280442804428,3.0483322249185365,Low
ECU Health North Hospital (FKA Vidant North Hospital),232.25,232.25,27.74,1,11,232.25,11.0,0.0014702963103031211,0.0022054444654546817,3.044280442804428,3.047956183580186,Low
David Paikal MD Inc,225.24,225.24,34.7,1,11,225.24,11.0,0.001425918367847901,0.0021388775517718517,3.044280442804428,3.047845238724048,Low
Providence Holy Cross Surgery Center,223.23,223.23,24.34,1,11,223.23,11.0,0.0014131937367016824,0.0021197906050525236,3.044280442804428,3.047813427146182,Low
Mississippi EyeCare Associates,222.92,222.92,29.23,1,11,222.92,11.0,0.001411231231400524,0.002116846847100786,3.044280442804428,3.047808520882929,Low
Accent Optical Inc (AKA Accent Vision Care),212.26,212.26,35.71,1,11,212.26,11.0,0.001343746371689733,0.0020156195575345994,3.044280442804428,3.0476398087336523,Low
Rogers Regional Eye Center,211.1,211.1,24.65,1,11,211.1,11.0,0.0013364028034660446,0.002004604205199067,3.044280442804428,3.047621449813093,Low
Springfield Eye Associates Inc,209.51,209.51,24.27,1,11,209.51,11.0,0.0013263370504697821,0.001989505575704673,3.044280442804428,3.0475962854306022,Low
St Catherine of Siena Hospital,192.25,192.25,24.13,1,11,192.25,11.0,0.001217069819831109,0.0018256047297466635,3.044280442804428,3.0473231173540056,Low
Mount St Marys Hospital,176.82,176.82,20.81,1,11,176.82,11.0,0.0011193877011315301,0.0016790815516972953,3.044280442804428,3.047078912057257,Low
Montefiore St Lukes Cornwall - Newburgh Campus (FKA St Lukes Cornwall Hospital - Newburgh Campus),173.85,173.85,23.02,1,11,173.85,11.0,0.0011005856342139833,0.0016508784513209747,3.044280442804428,3.0470319068899627,Low
Glaucoma Institute of Austin PA,170.13,170.13,20.71,1,11,170.13,11.0,0.0010770355706000861,0.001615553355900129,3.044280442804428,3.046973031730928,Low
John A Saurino DO,159.84,159.84,25.58,1,11,159.84,11.0,0.0010118930559261609,0.0015178395838892414,3.044280442804428,3.0468101754442434,Low
St Elizabeth Physicians,159.47,159.47,22.8,1,11,159.47,11.0,0.0010095507108892948,0.0015143260663339423,3.044280442804428,3.046804319581651,Low
Dr Elizabeth V Nguyen DO (AKA Oculofacial Plastic and Reconstructive Surgery Inc),158.44,158.44,49.97,1,11,158.44,11.0,0.0010030301287596406,0.0015045451931394607,3.044280442804428,3.046788018126327,Low
VistaSite Eye Care,741.63,185.41,135.02,4,43,185.4075,10.75,0.0046950090532189605,0.0017606283949571104,2.975092250922509,2.981547888370685,Low
Georgia Eye Partners,64271.19,3570.62,5500.0,18,165,3570.621666666667,9.166666666666666,0.4068791970539972,0.03390659975449977,2.53690036900369,2.977686165812187,Low
Texas Health Dallas (FKA Texas Health Presbyterian Hospital Dallas),21422.68,7140.89,3750.0,3,30,7140.893333333333,10.0,0.1356197518226242,0.0678098759113121,2.7675276752767526,2.970957303010689,Low
Nebraska Medical Center,50761.35,10152.27,7000.0,5,46,10152.27,9.2,0.321352962803037,0.0964058888409111,2.5461254612546123,2.9638843128985606,Low
Kentucky Eye Institute,60687.12,8669.59,32898.67,7,63,8669.588571428572,9.0,0.3841896603613466,0.08232635579171714,2.4907749077490773,2.957290923902141,Low
Albemarle Eye Center PLLC,15870.04,3174.01,1998.0,5,51,3174.0080000000003,10.2,0.10046786332126134,0.030140358996378402,2.8228782287822876,2.9534864510999275,Low
University of California Davis Medical Center (AKA UC Davis Medical Center),52667.61,5851.96,9500.0,9,83,5851.956666666667,9.222222222222221,0.33342085104621644,0.05557014184103608,2.552275522755227,2.9412665156424795,Low
InSight Vision Group (FKA Glaucoma Consultants of Colorado PC),2162.16,240.24,700.0,9,95,240.23999999999998,10.555555555555555,0.013687904715974149,0.0022813174526623583,2.921279212792128,2.9372484349607646,Low
Ronald Reagan UCLA Medical Center,158322.07,6883.57,21000.0,23,155,6883.568260869565,6.739130434782608,1.0022835537591064,0.06536631872341998,1.8650729985560723,2.9327228710385986,Low
PIH Health Good Samaritan Hospital,41856.45,10464.11,9450.0,4,37,10464.1125,9.25,0.2649790484279314,0.09936714316047428,2.559963099630996,2.924309291219402,Low
Good Samaritan University Hospital (FKA Good Samaritan Hospital Medical Center),32635.13,8158.78,10000.0,4,38,8158.7825,9.5,0.20660198589994705,0.07747574471248014,2.629151291512915,2.9132290221253423,Low
Sun Laser Vision Center,533.37,266.68,121.83,2,21,266.685,10.5,0.0033765853305764296,0.0025324389979323224,2.9059040590405902,2.911813083369099,Low
NYC Health and Hospitals - Elmhurst (FKA Elmhurst Hospital Center),511.38,255.69,33.91,2,21,255.69,10.5,0.0032373740674394406,0.0024280305505795805,2.9059040590405902,2.9115694636586094,Low
Robert K Druger MD PLLC,440.48,220.24,24.66,2,21,220.24,10.5,0.002788530113077799,0.002091397584808349,2.9059040590405902,2.9107839867384766,Low
Ophthalmology Associates (FKA Berdy and Malhotra Pc),411.06,205.53,112.27,2,21,205.53,10.5,0.0026022820293356338,0.0019517115220017253,2.9059040590405902,2.9104580525919275,Low
Horizon Family Medical Group,405.47,202.74,116.25,2,21,202.735,10.5,0.0025668936272921702,0.001925170220469128,2.9059040590405902,2.9103961228883515,Low
Baylor College of Medicine Healthcare,14009.11,4669.7,4000.0,3,30,4669.703333333334,10.0,0.08868694399840929,0.04434347199920465,2.7675276752767526,2.9005580912743665,Low
Stiles Eyecare Excellence,13928.43,4642.81,3015.0,3,30,4642.81,10.0,0.08817618616712723,0.04408809308356362,2.7675276752767526,2.8997919545274433,Low
Boston Childrens Hospital,180087.05,45021.76,75000.0,4,19,45021.7625,4.75,1.1400702912739449,0.4275263592277293,1.3145756457564575,2.8821722962581315,Low
Wills Eye Hospital,182706.88,5075.19,75000.0,36,217,5075.191111111111,6.027777777777778,1.1566555501872773,0.04819398125780321,1.6682041820418203,2.8730537134869008,Low
Bronx Eye Associates (AKA Queens Optometric Care PLLC),1318.44,219.74,135.02,6,62,219.74,10.333333333333334,0.008346598352447996,0.002086649588111999,2.859778597785978,2.870211845726538,Low
Alhambra Hospital Medical Center,712.32,237.44,118.96,3,31,237.44000000000003,10.333333333333334,0.004509457342325595,0.0022547286711627973,2.859778597785978,2.8665427837994666,Low
Scripps Clinic,59222.68,3290.15,5971.0,18,160,3290.148888888889,8.88888888888889,0.3749187853186758,0.031243232109889645,2.4600246002460024,2.866186617674568,Low
Advanced Eyecare (AKA Miller and Miller OD Ltd),927.19,231.8,162.27,4,41,231.7975,10.25,0.005869726742518626,0.002201147528444485,2.8367158671586714,2.8447867414296346,Low
Baptist Health Medical Group,14597.61,2919.52,3250.0,5,49,2919.522,9.8,0.09241253873947877,0.027723761621843628,2.7121771217712176,2.83231342213254,Low
Stanford Hospital - 300 Pasteur Dr,195959.9,9798.0,75000.0,20,108,9797.994999999999,5.4,1.2405559437561617,0.09304169578171213,1.4944649446494465,2.8280625841873204,Low
Eye Specialists of Louisiana,941.55,156.92,26.79,6,61,156.92499999999998,10.166666666666666,0.005960635052598078,0.0014901587631495194,2.8136531365313653,2.821103930347113,Low
Eye Clinic of Austin PLLC,3640.62,1820.31,2450.0,2,20,1820.31,10.0,0.02304753564355543,0.017285651732666572,2.7675276752767526,2.8078608626529746,Low
Outpatient Surgery Center of Hilton Head,2058.12,2058.12,1400.0,1,10,2058.12,10.0,0.013029262614256446,0.01954389392138467,2.7675276752767526,2.8001008318123937,Low
Chad J Thompson Od Chartered (AKA the Eye Care Center),1793.81,1793.81,570.0,1,10,1793.81,10.0,0.011356005271840008,0.01703400790776001,2.7675276752767526,2.7959176884563526,Low
Eye Physicians & Surgeons PC,1555.81,1555.81,609.2,1,10,1555.81,10.0,0.009849307653531534,0.0147739614802973,2.7675276752767526,2.792150944410581,Low
Advocate Condell Medical Center,2424.65,404.11,716.2,6,60,404.10833333333335,10.0,0.015349640253074113,0.003837410063268528,2.7675276752767526,2.7867147255930953,Low
Midwest Eye Professionals (AKA Carr & Opitz Eye Professionals PC),1240.96,620.48,700.0,2,20,620.48,10.0,0.007856098640403708,0.005892073980302782,2.7675276752767526,2.781275847897459,Low
Leiv M Takle MDPC (Takle Eye Group),525.22,525.22,151.82,1,10,525.22,10.0,0.0033249904331427572,0.004987485649714136,2.7675276752767526,2.7758401513596094,Low
Alabama Eye & Cataract Center PC (AKA Michelson Laser Vision Inc),664.56,332.28,77.09,2,20,332.28,10.0,0.004207104912702012,0.0031553286845265086,2.7675276752767526,2.774890108873981,Low
Emerald Eye Care (FKA Bonney Lake Optical Inc),13091.91,6545.96,2755.0,2,19,6545.955,9.5,0.08288046057188606,0.062160345428914535,2.629151291512915,2.7741920975137155,Low
Briggs-Balagani Ophthalmology & Associates,696.23,232.08,32.96,3,30,232.07666666666668,10.0,0.004407596986533227,0.0022037984932666136,2.7675276752767526,2.7741390707565525,Low
Garden City SurgiCenter,691.96,172.99,24.7,4,40,172.99,10.0,0.00438056505867534,0.0016427118970032525,2.7675276752767526,2.7735509522324313,Low
Abilene Premier Eye Care,342.53,342.53,104.22,1,10,342.53,10.0,0.002168441744534459,0.003252662616801688,2.7675276752767526,2.7729487796380887,Low
Leevision Ophthalmology Services PLLC,300.13,300.13,148.05,1,10,300.13,10.0,0.001900021664634126,0.002850032496951189,2.7675276752767526,2.772277729438338,Low
Thomas Health - Saint Francis Hospital,414.64,207.32,26.31,2,20,207.32,10.0,0.002624945800232879,0.001968709350174659,2.7675276752767526,2.77212133042716,Low
Wallingford Eye Care Center PC,403.06,201.53,24.39,2,20,201.53,10.0,0.0025516367312412316,0.0019137275484309236,2.7675276752767526,2.771993039556425,Low
Emily Eye Care LLC,376.34,188.17,22.83,2,20,188.17,10.0,0.002382481435605927,0.0017868610767044454,2.7675276752767526,2.7716970177890627,Low
Boyle Eye Specialists Pc,258.8,258.8,121.77,1,10,258.8,10.0,0.0016383753933539192,0.002457563090030879,2.7675276752767526,2.7716236137601373,Low
Lesslie Vision Care (AKA Lessco Inc),239.24,239.24,126.07,1,10,239.24,10.0,0.0015145476395131052,0.0022718214592696577,2.7675276752767526,2.7713140443755355,Low
Dello Russo Laser Vision (FKA Laser Eye Practice of Brooklyn PLLC),236.57,236.57,31.28,1,10,236.57,10.0,0.0014976447712740982,0.0022464671569111475,2.7675276752767526,2.7712717872049377,Low
Matthew E Schmidt MD and Associates,231.66,231.66,34.62,1,10,231.66,10.0,0.0014665612195686587,0.0021998418293529883,2.7675276752767526,2.7711940783256743,Low
Wayne H Martin MD,197.32,197.32,23.92,1,10,197.32,10.0,0.0012491662774984365,0.0018737494162476547,2.7675276752767526,2.7706505909704986,Low
PIH Health Whittier Hospital (FKA Presbyterian Intercommunity Hospital),196.77,196.77,31.96,1,10,196.77,10.0,0.0012456844132544464,0.0018685266198816696,2.7675276752767526,2.7706418863098885,Low
Carlinville Area Hospital,188.93,188.93,21.59,1,10,188.93,10.0,0.0011960520211219319,0.0017940780316828978,2.7675276752767526,2.7705178053295576,Low
Eye Care for Diabetics Med Group Inc,187.89,187.89,24.93,1,10,187.89,10.0,0.0011894681323696595,0.0017842021985544892,2.7675276752767526,2.7705013456076766,Low
WellSpan Gettysburg Hospital,169.15,169.15,24.23,1,10,169.15,10.0,0.0010708315215835218,0.0016062472823752828,2.7675276752767526,2.7702047540807113,Low
Albany-Berkeley Optometry (AKA Berkeley California Optometric Inc),167.18,167.18,24.7,1,10,167.18,10.0,0.0010583601169277751,0.0015875401753916627,2.7675276752767526,2.770173575569072,Low
Sisters of Charity Hospital,162.68,162.68,23.19,1,10,162.68,10.0,0.001029872136749674,0.0015448082051245109,2.7675276752767526,2.7701023556186266,Low
Glaucoma Consultants of St Louis LLC,232.23,116.12,22.5,2,20,116.115,10.0,0.0014701696970578853,0.0011026272727934138,2.7675276752767526,2.770100472246604,Low
Physicians Medical Center,221.73,110.86,16.01,2,20,110.865,10.0,0.0014036977433089818,0.0010527733074817364,2.7675276752767526,2.7699841463275434,Low
Tri-City Medical Center,141.98,141.98,21.71,1,10,141.98,10.0,0.0008988274279304074,0.0013482411418956112,2.7675276752767526,2.7697747438465785,Low
Spanish Peaks Regional Health Center,67.66,67.66,25.89,1,10,67.66,10.0,0.0004283326086334087,0.0006424989129501131,2.7675276752767526,2.768598506798336,Low
Corning Eye Center PLLC,64.96,64.96,8.57,1,10,64.96,10.0,0.00041123982052654784,0.0006168597307898218,2.7675276752767526,2.768555774828069,Low
NYC Health and Hospitals - Queens (FKA Queens Hospital Center),2583.13,322.89,470.06,8,79,322.89125,9.875,0.016352923608324226,0.003066173176560792,2.7329335793357936,2.7523526761206787,Low
Scripps Mercy Hospital San Diego,22085.08,3680.85,3500.0,6,55,3680.846666666667,9.166666666666666,0.13981318250484073,0.03495329562621018,2.53690036900369,2.7116668471347407,Low
4S Eyecare & Optometry,559.69,186.56,113.5,3,29,186.56333333333336,9.666666666666666,0.0035432083613070138,0.0017716041806535069,2.675276752767527,2.680591565309488,Low
Eye Specialists of Georgia (AKA Nassar Enterprises Llc),499.71,166.57,27.68,3,29,166.57,9.666666666666666,0.003163495238844231,0.0015817476194221155,2.675276752767527,2.6800219956257934,Low
Georgia Florida Eye Centers (FKA Thomasville Eye Center),390.01,130.0,24.15,3,29,130.00333333333333,9.666666666666666,0.0024690215887247374,0.0012345107943623685,2.675276752767527,2.6789802851506144,Low
Premier Eye Care and Surgery Ltd,4219.8,2109.9,475.0,2,19,2109.9,9.5,0.026714128612344932,0.0200355964592587,2.629151291512915,2.6759010165845187,Low
Fort Lauderdale Eye Institute,33005.8,2538.91,6000.0,13,114,2538.9076923076927,8.76923076923077,0.20894857248052856,0.024109450670830222,2.4269088844734603,2.659966907624819,Low
Cincinnati Eye Institute,154355.64,3355.56,8463.0,46,272,3355.557391304348,5.913043478260869,0.9771734250440339,0.03186435081665328,1.6364511471201666,2.645488922980854,Low
Hawaii Vision Clinic,1022.28,511.14,175.22,2,19,511.14,9.5,0.006471709416993217,0.004853782062744913,2.629151291512915,2.640476782992653,Low
Maynor & Mitchell Eye Center,1187.28,197.88,29.52,6,57,197.88,9.5,0.007516268690190267,0.0018790671725475668,2.629151291512915,2.6385466273756526,Low
Eye Associates of Tucson,925.86,231.46,125.0,4,38,231.465,9.5,0.005861306961710432,0.0021979901106414118,2.629151291512915,2.637210588585267,Low
Greenbrier Vision Center Inc,505.29,252.64,102.05,2,19,252.645,9.5,0.0031988203342650768,0.0023991152506988075,2.629151291512915,2.634749227097879,Low
Huntington Health Physicians,357.76,178.88,25.92,2,19,178.88,9.5,0.0022648577307816777,0.0016986432980862583,2.629151291512915,2.633114792541783,Low
Tampa General Hospital,342.6,171.3,22.1,2,19,171.3,9.5,0.002168884890892785,0.0016266636681695889,2.629151291512915,2.6329468400719773,Low
Long Island Jewish Medical Center,334.02,167.01,24.7,2,19,167.01,9.5,0.0021145678086865382,0.0015859258565149037,2.629151291512915,2.6328517851781164,Low
DeMers Family Vision Group,306.79,153.4,44.03,2,19,153.395,9.5,0.0019421838752977161,0.001456637906473287,2.629151291512915,2.632550113294686,Low
Virtua Medical Group,283.16,141.58,56.97,2,19,141.58,9.5,0.0017925903260513749,0.001344442744538531,2.629151291512915,2.632288324583505,Low
Eye Consultants of Syracuse PC,895.17,179.03,135.91,5,47,179.034,9.4,0.005667018936895781,0.001700105681068734,2.6014760147601477,2.608843139378112,Low
VisualEyes Optometrists,2203.52,734.51,486.8,3,28,734.5066666666667,9.333333333333334,0.013949740907122211,0.0069748704535611055,2.5830258302583027,2.603950441618986,Low
Surevision Eye Centers (AKA Surevision Eye Centers Midwest LLC),673.26,224.42,124.99,3,28,224.42,9.333333333333334,0.004262181674379674,0.002131090837189837,2.5830258302583027,2.589419102769872,Low
BayState Eye Care Group,564.62,188.21,25.99,3,28,188.20666666666668,9.333333333333334,0.0035744185262576887,0.0017872092631288446,2.5830258302583027,2.588387458047689,Low
Berg Eye Group,552.34,184.11,31.53,3,28,184.11333333333334,9.333333333333334,0.003496677993682781,0.0017483389968413908,2.5830258302583027,2.5882708472488267,Low
Piedmont Newnan Hospital,798.22,199.56,154.08,4,37,199.555,9.25,0.005053261230614241,0.0018949729614803402,2.559963099630996,2.5669113338230907,Low
Specialty Eye Care Medical Center Inc,2512.51,502.5,1100.0,5,46,502.50200000000007,9.2,0.01590585223939589,0.004771755671818767,2.5461254612546123,2.566803069165827,Low
Pankratz Eye Institute LLC,4122.4,4122.4,4000.0,1,9,4122.4,9.0,0.02609752210804558,0.03914628316206837,2.4907749077490773,2.556018713019191,Low
Montefiore Nyack Hospital (FKA Nyack Hospital),662.86,132.57,115.94,5,46,132.572,9.2,0.004196342786856952,0.0012589028360570854,2.5461254612546123,2.5515807068775263,Low
Shirley Eye Care,5227.72,2613.86,2755.0,2,18,2613.86,9.0,0.033094929719258696,0.024821197289444024,2.4907749077490773,2.54869103475778,Low
Advocate Trinity Hospital,17531.0,8765.5,5208.0,2,17,8765.5,8.5,0.11098284011162116,0.08323713008371587,2.3523985239852396,2.5466184941805765,Low
UCHealth University of Colorado Hospital,94755.33,11844.42,75000.0,8,53,11844.41625,6.625,0.5998639917354344,0.11247449845039395,1.8334870848708487,2.5458255750566767,Low
Lone Tree Vision Care (AKA Balfour Vision Optix Optometry Inc),3196.31,3196.31,1045.0,1,9,3196.31,9.0,0.020234759094014936,0.030352138641022403,2.4907749077490773,2.5413618054841147,Low
The Eye Center (FKA Robert A Davis Od Pa),19003.32,3800.66,2730.0,5,43,3800.6639999999998,8.6,0.12030360077291499,0.036091080231874496,2.3800738007380073,2.536468481742797,Low
Dougherty Laser Vision,4467.69,1489.23,2715.0,3,27,1489.2299999999998,9.0,0.028283436480422607,0.014141718240211303,2.4907749077490773,2.533200062469711,Low
New York Ophthalmology,3814.85,1907.42,3192.0,2,18,1907.425,9.0,0.024150526929428897,0.018112895197071672,2.4907749077490773,2.533038329875578,Low
Deerwood Family Eyecare (AKA Jeffrey D Shearer OD PA),2105.48,2105.48,1133.67,1,9,2105.48,9.0,0.01332908277897531,0.019993624168462964,2.4907749077490773,2.5240976146965157,Low
Alomere Health (FKA Douglas County Hospital),1759.87,1759.87,760.0,1,9,1759.87,9.0,0.011141142594674504,0.016711713892011756,2.4907749077490773,2.5186277642357635,Low
Barnes-Jewish Hospital,72144.6,7214.46,10000.0,10,72,7214.460000000001,7.2,0.4567230966126784,0.06850846449190177,1.992619926199262,2.517851487303842,Low
Eye One Surgical Associates,1245.3,1245.3,1064.0,1,9,1245.3,9.0,0.00788357371461992,0.011825360571929882,2.4907749077490773,2.5104838420356272,Low
CAMC General Hospital,1442.18,721.09,705.26,2,18,721.09,9.0,0.009129954500723167,0.006847465875542375,2.4907749077490773,2.506752328125343,Low
Envision Boulder,802.72,401.36,131.18,2,18,401.36,9.0,0.005081749210792342,0.0038113119080942564,2.4907749077490773,2.4996679688679637,Low
Saratoga Hospital,974.85,243.71,125.0,4,36,243.7125,9.0,0.006171446105916029,0.002314292289718511,2.4907749077490773,2.499260646144712,Low
Steward Health Care System,873.51,291.17,122.96,3,27,291.17,9.0,0.005529896792305185,0.002764948396152593,2.4907749077490773,2.499069752937535,Low
Salisbury Eyecare & Eyewear,492.22,492.22,420.0,1,9,492.22,9.0,0.003116078578503347,0.004674117867755021,2.4907749077490773,2.4985651041953356,Low
Ezra L Galler MD,808.89,269.63,148.48,3,27,269.63,9.0,0.00512080939694765,0.002560404698473825,2.4907749077490773,2.498456121844499,Low
Kraff Eye Institute,793.13,198.28,110.67,4,36,198.2825,9.0,0.005021038159701677,0.0018828893098881288,2.4907749077490773,2.497678835218667,Low
South Miami Hospital,412.57,412.57,122.43,1,9,412.57,9.0,0.0026118413293509525,0.0039177619940264285,2.4907749077490773,2.4973045110724548,Low
Research Medical Center,369.19,369.19,119.5,1,9,369.19,9.0,0.002337217200434055,0.0035058258006510825,2.4907749077490773,2.4966179507501622,Low
Earlene C Siebold MD PC,526.39,263.2,111.66,2,18,263.195,9.0,0.003332397307989063,0.002499297980991797,2.4907749077490773,2.496606603038058,Low
Eye Care Services,345.6,345.6,107.7,1,9,345.6,9.0,0.002187876877678186,0.003281815316517279,2.4907749077490773,2.4962445999432727,Low
Eye Consultants of Rhode Island,472.69,236.34,145.37,2,18,236.345,9.0,0.002992440744530387,0.00224433055839779,2.4907749077490773,2.4960116790520055,Low
Eye Care and Laser Surgery of Newton Wellesley LLC,457.43,228.71,121.89,2,18,228.715,9.0,0.002895834838415314,0.0021718761288114855,2.4907749077490773,2.495842618716304,Low
South Coast Optometry (AKA Daniel E Quon OD Inc),445.48,222.74,34.44,2,18,222.74,9.0,0.0028201834243868004,0.0021151375682901003,2.4907749077490773,2.4957102287417543,Low
Chesapeake Regional Medical Center,414.05,207.02,124.93,2,18,207.025,9.0,0.0026212107094984167,0.0019659080321238124,2.4907749077490773,2.4953620264906995,Low
Maryland Eye Institute,480.66,160.22,23.04,3,27,160.22,9.0,0.0030428961227569355,0.0015214480613784675,2.4907749077490773,2.4953392519332125,Low
Medical-Surgical Eye Care PA (AKA K Dwight Hendricks MD),468.16,156.05,21.43,3,27,156.05333333333334,9.0,0.0029637628444844316,0.0014818814222422158,2.4907749077490773,2.495220552015804,Low
Clinicas del Camino Real,278.33,278.33,123.03,1,9,278.33,9.0,0.0017620132273268793,0.002643019840990319,2.4907749077490773,2.4951799408173945,Low
Doctors Frankel and Hoo LLC,375.18,187.59,23.34,2,18,187.59,9.0,0.002375137867382239,0.0017813534005366792,2.4907749077490773,2.494931399016996,Low
Summit Eye Center,251.42,251.42,103.62,1,9,251.42,9.0,0.001591655105861833,0.0023874826587927493,2.4907749077490773,2.494754045513732,Low
Brilliant Eyecare (AKA Joanne Brilliant OD PA),248.29,248.29,97.06,1,9,248.29,9.0,0.001571840132982398,0.002357760199473597,2.4907749077490773,2.4947045080815333,Low
Century Eye Care (AKA Century Eye Care Medical Center Inc),340.28,170.14,120.32,2,18,170.14,9.0,0.002154197754445408,0.001615648315834056,2.4907749077490773,2.4945447538193566,Low
Ophthalmology and Cornea of Brooklyn,233.27,233.27,119.48,1,9,233.27,9.0,0.0014767535858101577,0.0022151303787152363,2.4907749077490773,2.4944667917136027,Low
Helen Keller Hospital,196.31,196.31,24.49,1,9,196.31,9.0,0.001242772308614018,0.0018641584629210271,2.4907749077490773,2.4938818385206125,Low
Clear Vision Ophthalmology Pllc,194.87,194.87,23.55,1,9,194.87,9.0,0.0012336561549570256,0.0018504842324355384,2.4907749077490773,2.49385904813647,Low
Florida Pediatric Associates LLC,186.73,186.73,22.94,1,9,186.73,9.0,0.0011821245641459711,0.0017731868462189568,2.4907749077490773,2.4937302191594424,Low
Quantum Eye Group Inc,185.34,185.34,29.36,1,9,185.34,9.0,0.0011733249436020688,0.0017599874154031032,2.4907749077490773,2.4937082201080822,Low
Detroit Medical Center (AKA VHS of Michigan),184.64,184.64,26.5,1,9,184.64,9.0,0.0011688934800188084,0.0017533402200282128,2.4907749077490773,2.4936971414491245,Low
Washington Eye Center Inc,183.25,183.25,28.78,1,9,183.25,9.0,0.001160093859474906,0.0017401407892123591,2.4907749077490773,2.4936751423977643,Low
Beacon Surgery Center,180.94,180.94,23.74,1,9,180.94,9.0,0.0011454700296501473,0.001718205044475221,2.4907749077490773,2.493638582823203,Low
Southern Eye Specialists (FKA Haik and Terrell Eye Clinic LLC),175.16,175.16,24.41,1,9,175.16,9.0,0.0011088788017769417,0.0016633182026654124,2.4907749077490773,2.4935471047535196,Low
Corona Optometry,168.15,168.15,24.98,1,9,168.15,9.0,0.0010645008593217215,0.0015967512889825824,2.4907749077490773,2.4934361598973815,Low
Eye Appeal Masters In Vision LLC,167.03,167.03,22.71,1,9,167.03,9.0,0.0010574105175885052,0.0015861157763827577,2.4907749077490773,2.4934184340430487,Low
Monroe Surgical Hospital,165.95,165.95,26.01,1,9,165.95,9.0,0.0010505734023457608,0.001575860103518641,2.4907749077490773,2.4934013412549416,Low
Crouse Hospital,155.67,155.67,24.72,1,9,155.67,9.0,0.0009854941942944535,0.0014782412914416802,2.4907749077490773,2.4932386432348133,Low
Warsaw Opticians Inc,149.02,149.02,23.19,1,9,149.02,9.0,0.0009433952902534817,0.0014150929353802225,2.4907749077490773,2.493133395974711,Low
Wilmington Family Eye Care LLC,148.18,148.18,21.15,1,9,148.18,9.0,0.0009380775339535695,0.0014071163009303541,2.4907749077490773,2.493120101583961,Low
Utopia Optometry,137.49,137.49,21.16,1,9,137.49,9.0,0.0008704027543749241,0.0013056041315623861,2.4907749077490773,2.4929509146350144,Low
