npi,year,BRAND_NAME,GENERIC_NAME,MANUFACTURER,unique_patients,total_prescriptions,total_payment,total_days_supply,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,received_novo_payment,total_novo_payments,novo_transaction_count,ozempic_specific_payments
1497315931,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,58.000000000,75.000000000,71128.405000000,3694.000000000,"Daher, Ali Hussein",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,150.950000000,3,0E-9
1578608063,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,42.000000000,60.000000000,71121.210000000,3532.000000000,"Dharia, Purvi K",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),1,433.310000000,28,146.160000000
1154329423,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,65.000000000,84.000000000,71106.192000000,3061.000000000,"Oostendorp, Michaele Christine",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),1,1295.910000000,104,515.980000000
1275640229,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,76.000000000,84.000000000,71071.075000000,3002.000000000,"Mcgrath, David Michael",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1811925522,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,93.000000000,116.000000000,71066.663000000,3950.000000000,"Asadorian, Anita M",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),0,0E-9,0,0E-9
1770569022,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,63.000000000,75.000000000,71028.291800000,3106.000000000,"Khan, Shabana ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,293.780000000,22,171.040000000
1215997796,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,68.000000000,87.000000000,71023.741100000,2816.000000000,"Ebaugh, Diane Barbara",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),1,1085.240000000,91,491.920000000
1609856897,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,61.000000000,103.000000000,71011.086080000,3714.000000000,"Zimmerman, Jonathan W",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1093746208,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,64.000000000,87.000000000,70982.747000000,3366.000000000,"Rochlen, Jeffrey Alan",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1710224019,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,65.000000000,78.000000000,70939.482000000,3708.000000000,"Van Til, Kathleen Sue",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,121.330000000,8,26.470000000
1245291475,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,90.000000000,121.000000000,70933.583000000,3502.000000000,"Kallabat, Steve Z",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,670.960000000,50,180.470000000
1225542202,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,45.000000000,70887.102000000,2877.000000000,"Tesfay, Tsega Negassi",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1396298337,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,80.000000000,88.000000000,70825.614000000,3314.000000000,"Love, Margaret Ellen",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1033591805,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,68.000000000,97.000000000,70786.428500000,4274.000000000,"Hansen, Brooke L",Physician Assistant,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),1,61.350000000,3,0E-9
1487775847,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,79.000000000,90.000000000,70770.810000000,2818.000000000,"Tacket, Tracy J",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,859.110000000,51,409.610000000
1942317789,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,67.000000000,92.000000000,70764.347000000,3788.000000000,"Razoky, Bnan A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,1427.730000000,59,481.540000000
1154701357,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,46.000000000,68.000000000,70701.095000000,2788.000000000,"Xin, Charles ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1588770846,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,65.000000000,117.000000000,70682.240000000,4088.000000000,"Switzer, Richard Alan",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,364.820000000,33,128.110000000
1831341130,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,71.000000000,80.000000000,70620.711000000,2496.000000000,"Dagen, Mary Margaret",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,133842.880000000,180,0E-9
1508247875,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,99.000000000,118.000000000,70593.050000000,3900.000000000,"Hartkop, Sarah ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,45.080000000,3,0E-9
1306880950,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,89.000000000,132.000000000,70571.415000000,4540.000000000,"Zimny, Matthew C",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,603.850000000,38,292.270000000
1649708959,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,45.000000000,57.000000000,70543.400000000,2583.000000000,"Eraqi, Hany Ahmed",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1285618983,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,60.000000000,80.000000000,70474.654000000,3342.000000000,"Batah, Fouad ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,1530.780000000,82,770.160000000
1083202923,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,63.000000000,84.000000000,70454.940000000,3158.000000000,"Ostrom, Taryn Nicole",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,47.210000000,3,12.410000000
1396726808,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,63.000000000,94.000000000,70389.166000000,4092.000000000,"Demashkieh, Fadi ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,180.700000000,12,12.280000000
1255499257,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,55.000000000,66.000000000,70241.199000000,2548.000000000,"Obeid, Zafer I",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,20.820000000,1,0E-9
1881679165,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,42.000000000,72.000000000,70188.340000000,3027.000000000,"Feldman, Steven J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,282.140000000,18,149.610000000
1972951200,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,58.000000000,65.000000000,70164.570000000,2744.000000000,"Masongsong, Fredy ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,107.950000000,1,0E-9
1114038726,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,76.000000000,122.000000000,70154.431800000,3637.000000000,"Carbajo, Alan L",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,272.440000000,15,117.130000000
1417187014,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,58.000000000,130.000000000,70118.838000000,4918.000000000,"Cecil, Leah Michelle Jenkins",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,905.960000000,75,202.100000000
1063514693,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,56.000000000,100.000000000,70097.973000000,3782.000000000,"Raad, Michael J",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,138.160000000,3,0E-9
1528355906,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,96.000000000,107.000000000,70081.451420000,3956.000000000,"Mathew, Neethu ",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),1,275.500000000,18,169.100000000
1629578703,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,54.000000000,75.000000000,70075.136000000,2338.000000000,"Amborski, Timothy ",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,26.320000000,2,0E-9
1548377328,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,51.000000000,58.000000000,70062.872000000,2888.000000000,"Kamath-Wood, Clara ",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),1,50.950000000,3,0E-9
1154328573,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,66.000000000,90.000000000,70046.463000000,2926.000000000,"Camilli, Sonya C",Physician Assistant,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),0,0E-9,0,0E-9
1073728747,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,63.000000000,74.000000000,70045.733000000,3042.000000000,"Sadik, Tania M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1902845654,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,54.000000000,67.000000000,69973.031000000,3124.000000000,"Mc Aree, John A",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,16.380000000,1,0E-9
1427045392,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,46.000000000,55.000000000,69972.724000000,2286.000000000,"Shrestha, Prakash Taujale",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,328.690000000,20,182.630000000
1083694830,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,83.000000000,99.000000000,69920.478000000,4002.000000000,"Hakim, Nishath K",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1164478509,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,99.000000000,123.000000000,69866.127000000,4962.000000000,"Giovannucci, Sam J",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,511.400000000,29,220.280000000
1700992054,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,109.000000000,130.000000000,69864.611000000,4466.000000000,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,105106.510000000,184,16323.770000000
1447530498,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,62.000000000,103.000000000,69836.710200000,3140.000000000,"Henderson, Derek Allen",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,676.860000000,42,296.730000000
1386205276,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,75.000000000,94.000000000,69809.710000000,3298.000000000,"Kuthiala, Rohit ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,13.850000000,1,0E-9
1558561720,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,62.000000000,89.000000000,69808.032000000,2948.000000000,"Atto, Ghassan Amir",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,218.470000000,19,142.950000000
1083607584,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,74.000000000,79.000000000,69769.260000000,2760.000000000,"Zolo, Shoshan P",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1073531034,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,79.000000000,84.000000000,69765.810000000,2854.000000000,"Haroon, Manzoor A",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,178.910000000,9,55.290000000
1679537443,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,83.000000000,89.000000000,69751.730000000,2626.000000000,"Lindsey, John D",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,24.480000000,1,0E-9
1760605166,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,66.000000000,88.000000000,69746.934000000,3054.000000000,"Jazrawi, Ayad Shawkat",Cardiology - Cardiologist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,44.130000000,2,0E-9
1740287812,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,54.000000000,63.000000000,69724.319500000,2714.000000000,"Penn, William Paul",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,389.470000000,27,245.500000000
1932180817,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,83.000000000,102.000000000,69718.966000000,3368.000000000,"Lee, Mary S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1326010828,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,102.000000000,119.000000000,69692.990000000,4506.000000000,"Nester, Patricia Colleen",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1053926899,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,89.000000000,100.000000000,69672.600000000,3148.000000000,"Mcaree, Julia ",Physician Assistant,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),1,227.720000000,17,159.920000000
1053798025,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,62.000000000,72.000000000,69574.495000000,3048.000000000,"Sallee, Donald ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1942280177,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,48.000000000,59.000000000,69508.909000000,3142.000000000,"Shishu, Nidhi M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,725.610000000,47,301.000000000
1942241393,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,45.000000000,58.000000000,69491.755000000,2614.000000000,"Purzycki, Zbigniew ",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),1,518.320000000,39,302.830000000
1245291475,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,85.000000000,145.000000000,69476.102000000,4310.000000000,"Kallabat, Steve Z",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,670.960000000,50,180.470000000
1215997796,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,76.000000000,84.000000000,69475.401000000,2842.000000000,"Ebaugh, Diane Barbara",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),1,1085.240000000,91,491.920000000
1093793085,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,95.000000000,113.000000000,69467.555000000,3505.000000000,"Sheikh, Kamran F",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1457703548,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,87.000000000,95.000000000,69430.439000000,3242.000000000,"Green, Casey Nichole",Physician Assistant,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),1,56.190000000,3,0E-9
1346739224,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,96.000000000,120.000000000,69335.984800000,3724.000000000,"Tsacoumangos, Brian James",Physician Assistant,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1508353459,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,48.000000000,57.000000000,69312.882000000,2708.000000000,"Currie, Christopher Brian",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1285291138,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,72.000000000,163.000000000,69281.638000000,5258.000000000,"Kiriazis, Carina ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1215377791,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,74.000000000,91.000000000,69280.664000000,2962.000000000,"Wolok, Ryan Scott",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,1265.340000000,68,397.270000000
1427098532,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,104.000000000,130.000000000,69165.831000000,3948.000000000,"Deines, Gregory J",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1396219861,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,92.000000000,118.000000000,69158.110000000,3504.000000000,"Borchers, Olivia Rose",Physician Assistant,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),1,460.970000000,24,235.960000000
1447213269,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,64.000000000,72.000000000,69138.794000000,2324.000000000,"Stevens, Erica Elsing",Family Practice,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),0,0E-9,0,0E-9
1972000255,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,66.000000000,97.000000000,69123.821000000,3840.000000000,"Ramthun, Kyle ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,79.950000000,5,38.380000000
1255330767,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,40.000000000,56.000000000,69105.591000000,2586.000000000,"Hammoud, Richard R",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1558921007,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,93.000000000,106.000000000,69090.484000000,3128.000000000,"Attah, Raluchukwu Colet",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1598053142,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,59.000000000,85.000000000,69072.578000000,3338.000000000,"Vinton, Brian Andrew",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1013906700,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,47.000000000,70.000000000,69054.759000000,2232.000000000,"Hardman, Donald J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,94.790000000,6,17.210000000
1609829951,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,48.000000000,76.000000000,69025.783000000,3522.000000000,"Welsh, Stephen L",Family Practice,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),1,60.150000000,2,0E-9
1952379984,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,81.000000000,89.000000000,69024.928000000,2776.000000000,"Sakhleh, Tiffany Michelle",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1568834406,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,125.000000000,131.000000000,69000.841000000,3744.000000000,"Talya, Danny S",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1831198795,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,48.000000000,83.000000000,68986.716300000,2850.000000000,"Hoffman, Thomas Marvin",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),1,1278.020000000,88,437.200000000
1710348503,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,71.000000000,87.000000000,68977.616000000,2972.000000000,"Rabban, Soodad ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,195.920000000,10,66.080000000
1225479678,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,47.000000000,84.000000000,68975.162000000,3073.000000000,"Jinna, Sruthi ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,15.250000000,1,15.250000000
1649213463,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,68.000000000,96.000000000,68971.688000000,3258.000000000,"Faraj, Daoud Abbas",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,418.050000000,36,349.470000000
1184937013,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,54.000000000,94.000000000,68916.212000000,4028.000000000,"Liao, Theodore William",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,124.990000000,1,0E-9
1285046086,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,83.000000000,103.000000000,68807.020000000,4564.000000000,"Michelli, Lauren Phillips",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1023016466,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,65.000000000,82.000000000,68795.615000000,2984.000000000,"Heslip, John E",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,26.550000000,2,13.750000000
1801263512,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,67.000000000,100.000000000,68757.554000000,3168.000000000,"Millman, Michelle ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,1378.990000000,101,218.060000000
1194706580,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,48.000000000,77.000000000,68658.125360000,2874.000000000,"Meyer, Barry S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,57.310000000,4,25.840000000
1629099619,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,61.000000000,93.000000000,68628.145000000,4204.000000000,"Alvesteffer, Wendy Rose",Physician Assistant,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),1,60.580000000,2,0E-9
1033539846,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,83.000000000,112.000000000,68621.081000000,3492.000000000,"Khogali-Jakary, Nashwa ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1326026923,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,54.000000000,65.000000000,68603.703000000,2744.000000000,"Kirtley, Xandrea L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,153.900000000,9,80.680000000
1609082247,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,57.000000000,75.000000000,68586.109000000,2738.000000000,"Hawil, Janan A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1023231008,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,80.000000000,89.000000000,68564.334000000,3402.000000000,"Weaver, Eric R",Family Practice,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),0,0E-9,0,0E-9
1598146847,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,69.000000000,95.000000000,68424.257000000,3852.000000000,"Benkert, Christina Louise",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1003894619,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,36.000000000,52.000000000,68400.643000000,3551.000000000,"Yoder, Cordell L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,165.280000000,10,94.690000000
1750450409,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,60.000000000,94.000000000,68318.949000000,2786.000000000,"Vial, Claire Saunders",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,177.550000000,4,0E-9
1083148829,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,28.000000000,42.000000000,68281.962000000,2312.000000000,"Mcpherson, Randall M",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,121.470000000,1,121.470000000
1952392599,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,45.000000000,56.000000000,68186.167500000,2805.000000000,"Edelson, Gary W",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,1378.290000000,89,809.380000000
1487620050,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,38.000000000,58.000000000,68173.630000000,3086.000000000,"Kerges, Dana Georgeta",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1275948432,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,60.000000000,74.000000000,68097.266000000,2766.000000000,"Floros, Anastasia ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,340.440000000,19,50.710000000
1508140229,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,53.000000000,92.000000000,68047.876200000,2786.000000000,"Mccarthy, Patricia M",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1841707106,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,92.000000000,102.000000000,68002.377000000,3276.000000000,"Hayden, Erin Nichole",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,32.790000000,2,13.480000000
1033189477,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,69.000000000,88.000000000,67987.712000000,3290.000000000,"Mehdi, Farah ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,299.650000000,22,176.920000000
1497286447,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,70.000000000,102.000000000,67964.905000000,3354.000000000,"Raymond, Michael Han",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,65.880000000,4,38.380000000
1104942085,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,67.000000000,79.000000000,67963.763000000,4070.000000000,"Collins, Emilie A",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,286.770000000,18,38.360000000
1972581908,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,75.000000000,100.000000000,67830.856000000,3430.000000000,"Samad, Munzer ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,455.510000000,30,186.580000000
